model_label,sample,flow,dimension,metric,outcome,term,coefficient,std_error,t_stat,p_value,ci_low,ci_high,nobs,clusters,r_squared,status,candidate_rows,dropped_rows,dropped_regressors,fixed_effects,se_method,cluster_col,p_value_reference,year
yearly_cross_section_2010,rd2_countries,Imports,product,gini,product_gini,log_gdp_per_capita,-0.014075825025969543,0.0016600851995350456,-8.478977482548414,1.2673062426006846e-11,-0.01740137529443484,-0.010750274757504246,59,0,0.4918478630921139,ok,60,1,,none,HC1 heteroskedasticity-robust,,"Student t, df=56",2010.0
yearly_cross_section_2011,rd2_countries,Imports,product,gini,product_gini,log_population,-0.0030499850595893745,0.0021496061711941397,-1.4188576030627325,0.16148250933178285,-0.007356163671212144,0.0012561935520333952,59,0,0.5038474272328973,ok,60,1,,none,HC1 heteroskedasticity-robust,,"Student t, df=56",2011.0
yearly_cross_section_2011,rd2_countries,Imports,product,gini,product_gini,log_gdp_per_capita,-0.01514242313090234,0.0016497926970220286,-9.178379294704898,9.297283608938648e-13,-0.018447355039234718,-0.011837491222569961,59,0,0.5038474272328973,ok,60,1,,none,HC1 heteroskedasticity-robust,,"Student t, df=56",2011.0
yearly_cross_section_2012,rd2_countries,Imports,product,gini,product_gini,log_population,-0.00299938524877265,0.0021568850122454138,-1.3906097134265658,0.16974949629071653,-0.007318472985456551,0.0013197024879112516,60,0,0.37442492479776524,ok,60,0,,none,HC1 heteroskedasticity-robust,,"Student t, df=57",2012.0
yearly_cross_section_2012,rd2_countries,Imports,product,gini,product_gini,log_gdp_per_capita,-0.012572251567635506,0.0019026686293558944,-6.607693727462968,1.4293800108667264e-08,-0.01638227977839725,-0.008762223356873764,60,0,0.37442492479776524,ok,60,0,,none,HC1 heteroskedasticity-robust,,"Student t, df=57",2012.0
yearly_cross_section_2013,rd2_countries,Imports,product,gini,product_gini,log_population,-0.003377439790757818,0.002220431072663855,-1.521073917735216,0.13376973329910408,-0.007823776318503669,0.001068896736988032,60,0,0.39130634849892854,ok,60,0,,none,HC1 heteroskedasticity-robust,,"Student t, df=57",2013.0
yearly_cross_section_2013,rd2_countries,Imports,product,gini,product_gini,log_gdp_per_capita,-0.013426168793392868,0.0018575569617560034,-7.227863839341278,1.3271129184725299e-09,-0.01714586244797481,-0.009706475138810924,60,0,0.39130634849892854,ok,60,0,,none,HC1 heteroskedasticity-robust,,"Student t, df=57",2013.0
yearly_cross_section_2014,rd2_countries,Imports,product,gini,product_gini,log_population,-0.003650828540676299,0.0023129105392330606,-1.5784564421098966,0.11999490725641968,-0.00828235200592064,0.0009806949245680426,60,0,0.3817670398133419,ok,60,0,,none,HC1 heteroskedasticity-robust,,"Student t, df=57",2014.0
yearly_cross_section_2014,rd2_countries,Imports,product,gini,product_gini,log_gdp_per_capita,-0.013176776308521059,0.0018051853029664494,-7.299403715988462,1.0084041253457024e-09,-0.016791597525331145,-0.009561955091710973,60,0,0.3817670398133419,ok,60,0,,none,HC1 heteroskedasticity-robust,,"Student t, df=57",2014.0
yearly_cross_section_2015,rd2_countries,Imports,product,gini,product_gini,log_population,-0.004320784034465938,0.0024852702907836016,-1.7385569893500807,0.08751194839464604,-0.009297451948762216,0.0006558838798303409,60,0,0.35279534801509693,ok,60,0,,none,HC1 heteroskedasticity-robust,,"Student t, df=57",2015.0
