sample,model_label,outcome,term,coef,std_error,t_stat,p_value,ci_low,ci_high,nobs,clusters,p_value_reference,se_method,r2_within
hs2 chapter,hs2_export_any_gini,hs2_export_any,hs2_20,0.12618681822829939,0.01976459140569468,6.384489091534761,2.9509212092097374e-08,0.08663796217570124,0.16573567428089753,183277,60,"Student t, df=59",clustered by reporter_code,0.12403089424857905
hs2 chapter,hs2_export_any_gini,hs2_export_any,hs2_21,0.12950644797181687,0.02035223708300673,6.3632537024615035,3.203053267186861e-08,0.08878171563496376,0.17023118030867,183277,60,"Student t, df=59",clustered by reporter_code,0.12403089424857905
hs2 chapter,hs2_export_any_gini,hs2_export_any,hs2_22,0.1309111863592731,0.02050024061114864,6.385836578331656,2.935605174357584e-08,0.08989029964666727,0.1719320730718789,183277,60,"Student t, df=59",clustered by reporter_code,0.12403089424857905
hs2 chapter,hs2_export_any_gini,hs2_export_any,hs2_23,0.11437585308154351,0.023507727898226038,4.865457588105512,8.870004118334805e-06,0.06733699820783659,0.16141470795525042,183277,60,"Student t, df=59",clustered by reporter_code,0.12403089424857905
hs2 chapter,hs2_export_any_gini,hs2_export_any,hs2_24,0.10908441388033784,0.023493339431953177,4.643205968921245,1.9629264171159883e-05,0.062074350261140686,0.15609447749953498,183277,60,"Student t, df=59",clustered by reporter_code,0.12403089424857905
hs2 chapter,hs2_export_any_gini,hs2_export_any,hs2_25,0.13439688993544902,0.021450853999481732,6.265339829299856,4.6721385841183595e-08,0.09147383022643985,0.17731994964445819,183277,60,"Student t, df=59",clustered by reporter_code,0.12403089424857905
hs2 chapter,hs2_export_any_gini,hs2_export_any,hs2_26,0.058038159132876445,0.031378461780350454,1.8496177262972333,0.06937926545135446,-0.004749997861124157,0.12082631612687705,183277,60,"Student t, df=59",clustered by reporter_code,0.12403089424857905
hs2 chapter,hs2_export_any_gini,hs2_export_any,hs2_27,0.111017569656471,0.023235291626369035,4.777971864595859,1.2146105942928631e-05,0.06452385850357353,0.15751128080936846,183277,60,"Student t, df=59",clustered by reporter_code,0.12403089424857905
hs2 chapter,hs2_export_any_gini,hs2_export_any,hs2_28,0.12601735022289487,0.020675563707073085,6.094989815430497,8.990370695223717e-08,0.0846456428056721,0.16738905764011763,183277,60,"Student t, df=59",clustered by reporter_code,0.12403089424857905
hs2 chapter,hs2_export_any_gini,hs2_export_any,hs2_29,0.1125593241466992,0.021454416142418473,5.246440797992782,2.2063475739573654e-06,0.06962913660613751,0.15548951168726088,183277,60,"Student t, df=59",clustered by reporter_code,0.12403089424857905
hs2 chapter,hs2_export_any_gini,hs2_export_any,hs2_30,0.12543542182556672,0.02070753723312357,6.0574765803111275,1.0379846468863459e-07,0.08399973553049575,0.16687110812063768,183277,60,"Student t, df=59",clustered by reporter_code,0.12403089424857905
hs2 chapter,hs2_export_any_gini,hs2_export_any,hs2_31,0.09699530666963031,0.0234542833113365,4.135505032581753,0.00011372590732095794,0.05006339416727319,0.14392721917198742,183277,60,"Student t, df=59",clustered by reporter_code,0.12403089424857905
hs2 chapter,hs2_export_any_gini,hs2_export_any,hs2_32,0.12485323728240456,0.02047451391539103,6.097982975241738,8.887807717322704e-08,0.0838838295691032,0.16582264499570593,183277,60,"Student t, df=59",clustered by reporter_code,0.12403089424857905
hs2 chapter,hs2_export_any_gini,hs2_export_any,hs2_33,0.12982070843850216,0.020464876427394002,6.343586236598329,3.455624472976369e-08,0.08887058529413921,0.1707708315828651,183277,60,"Student t, df=59",clustered by reporter_code,0.12403089424857905
hs2 chapter,hs2_export_any_gini,hs2_export_any,hs2_34,0.13021806746874454,0.020327085712915072,6.406135601918027,2.7142174957942017e-08,0.08954366290719742,0.17089247203029165,183277,60,"Student t, df=59",clustered by reporter_code,0.12403089424857905
hs2 chapter,hs2_export_any_gini,hs2_export_any,hs2_35,0.1175966956458044,0.021229853027427123,5.539213836943651,7.41316482881203e-07,0.07511585786042951,0.16007753343117928,183277,60,"Student t, df=59",clustered by reporter_code,0.12403089424857905
hs2 chapter,hs2_export_any_gini,hs2_export_any,hs2_36,0.07484497838781883,0.02754240042099852,2.71744572890446,0.008621884766816681,0.019732762443944438,0.12995719433169323,183277,60,"Student t, df=59",clustered by reporter_code,0.12403089424857905
hs2 chapter,hs2_export_any_gini,hs2_export_any,hs2_37,0.0794546609649626,0.02604480801960379,3.05069098244677,0.003417961655657837,0.027339120494539182,0.13157020143538603,183277,60,"Student t, df=59",clustered by reporter_code,0.12403089424857905
hs2 chapter,hs2_export_any_gini,hs2_export_any,hs2_38,0.12705107752411973,0.02059432513777553,6.1692275262311895,6.76177563558652e-08,0.08584192810858388,0.1682602269396556,183277,60,"Student t, df=59",clustered by reporter_code,0.12403089424857905
hs2 chapter,hs2_export_any_gini,hs2_export_any,hs2_39,0.12810987281877595,0.02104967849691726,6.086072660802764,9.302936621825533e-08,0.08598956343620053,0.1702301822013514,183277,60,"Student t, df=59",clustered by reporter_code,0.12403089424857905
hs2 chapter,hs2_export_any_gini,hs2_export_any,hs2_40,0.12968885142468373,0.020434310580422402,6.346622310269442,3.415380469989964e-08,0.08879989039883832,0.17057781245052914,183277,60,"Student t, df=59",clustered by reporter_code,0.12403089424857905
hs2 chapter,hs2_export_any_gini,hs2_export_any,hs2_41,0.11431138923955866,0.023078008460056202,4.95326056567709,6.456964528894879e-06,0.06813240097550427,0.16049037750361306,183277,60,"Student t, df=59",clustered by reporter_code,0.12403089424857905
hs2 chapter,hs2_export_any_gini,hs2_export_any,hs2_42,0.12523306263382075,0.020334068105815985,6.158780524493344,7.038601883376214e-08,0.08454468633635091,0.16592143893129058,183277,60,"Student t, df=59",clustered by reporter_code,0.12403089424857905
hs2 chapter,hs2_export_any_gini,hs2_export_any,hs2_43,0.004376742905539215,0.04077908737935381,0.10732812298676238,0.9148928131098271,-0.07722202246320536,0.0859755082742838,183277,60,"Student t, df=59",clustered by reporter_code,0.12403089424857905
hs2 chapter,hs2_export_any_gini,hs2_export_any,hs2_44,0.1293881211956934,0.020501324575121004,6.311207879353801,3.915250900235762e-08,0.08836506547618886,0.17041117691519794,183277,60,"Student t, df=59",clustered by reporter_code,0.12403089424857905
hs2 chapter,hs2_export_any_gini,hs2_export_any,hs2_45,-0.01903880264119885,0.04317102161522759,-0.44100885105029225,0.6608184388773647,-0.10542381736061794,0.06734621207822024,183277,60,"Student t, df=59",clustered by reporter_code,0.12403089424857905
hs2 chapter,hs2_export_any_gini,hs2_export_any,hs2_46,0.08628304371507113,0.025259441212677865,3.4158730190660416,0.0011565256274132453,0.03573901859541042,0.13682706883473184,183277,60,"Student t, df=59",clustered by reporter_code,0.12403089424857905
hs2 chapter,hs2_export_any_gini,hs2_export_any,hs2_47,0.03316934342767317,0.035849434099511274,0.9252403632258552,0.35860995726010003,-0.03856520851252882,0.10490389536787517,183277,60,"Student t, df=59",clustered by reporter_code,0.12403089424857905
hs2 chapter,hs2_export_any_gini,hs2_export_any,hs2_48,0.13070129349822354,0.020521656238661572,6.368944688391677,3.1334547035756953e-08,0.08963755421394548,0.1717650327825016,183277,60,"Student t, df=59",clustered by reporter_code,0.12403089424857905
hs2 chapter,hs2_export_any_gini,hs2_export_any,hs2_49,0.13279181555642489,0.020526444482001787,6.469304300258177,2.1260905925851537e-08,0.09171849501935389,0.17386513609349588,183277,60,"Student t, df=59",clustered by reporter_code,0.12403089424857905
hs2 chapter,hs2_export_any_gini,hs2_export_any,hs2_50,-0.04090979149307657,0.04423646084621575,-0.9247980220500898,0.35883812845014973,-0.1294267451893369,0.047607162203183756,183277,60,"Student t, df=59",clustered by reporter_code,0.12403089424857905
hs2 chapter,hs2_export_any_gini,hs2_export_any,hs2_51,0.00918928103837359,0.04006152561334092,0.229379208547002,0.8193675182885103,-0.07097364655308634,0.08935220862983352,183277,60,"Student t, df=59",clustered by reporter_code,0.12403089424857905
hs2 chapter,hs2_export_any_gini,hs2_export_any,hs2_52,0.11795450712889313,0.020612607778619597,5.722444651144107,3.716443272301171e-07,0.07670877423352905,0.1592002400242572,183277,60,"Student t, df=59",clustered by reporter_code,0.12403089424857905
hs2 chapter,hs2_export_any_gini,hs2_export_any,hs2_53,0.00575378253101583,0.03902444299672111,0.14744047804857258,0.8832870589008922,-0.07233394753789217,0.08384151259992383,183277,60,"Student t, df=59",clustered by reporter_code,0.12403089424857905
hs2 chapter,hs2_export_any_gini,hs2_export_any,hs2_54,0.0963571210569235,0.02485354237004217,3.8769974767488247,0.00026838347885537004,0.046625297645348195,0.1460889444684988,183277,60,"Student t, df=59",clustered by reporter_code,0.12403089424857905
hs2 chapter,hs2_export_any_gini,hs2_export_any,hs2_55,0.09862543124609141,0.022803241976264786,4.325061820102057,5.962655741035237e-05,0.052996249446157204,0.1442546130460256,183277,60,"Student t, df=59",clustered by reporter_code,0.12403089424857905
hs2 chapter,hs2_export_any_gini,hs2_export_any,hs2_56,0.1201795188545015,0.02069752940193398,5.806466874412166,2.702979461083968e-07,0.07876385818338558,0.16159517952561742,183277,60,"Student t, df=59",clustered by reporter_code,0.12403089424857905
hs2 chapter,hs2_export_any_gini,hs2_export_any,hs2_57,0.10614348181158456,0.02204943622714141,4.8138864285758425,1.0678375167324289e-05,0.0620226618316226,0.15026430179154654,183277,60,"Student t, df=59",clustered by reporter_code,0.12403089424857905
hs2 chapter,hs2_export_any_gini,hs2_export_any,hs2_58,0.09254941761057521,0.025638870918216265,3.609730627600274,0.0006332484919397839,0.04124615540382277,0.14385267981732763,183277,60,"Student t, df=59",clustered by reporter_code,0.12403089424857905
hs2 chapter,hs2_export_any_gini,hs2_export_any,hs2_59,0.09774774628666008,0.02287236365217503,4.273618055970566,7.113691482902069e-05,0.051980252332703765,0.1435152402406164,183277,60,"Student t, df=59",clustered by reporter_code,0.12403089424857905
hs2 chapter,hs2_export_any_gini,hs2_export_any,hs2_60,0.043535438544026646,0.03329553195979046,1.3075459673268615,0.196099769282365,-0.023088767018504257,0.11015964410655754,183277,60,"Student t, df=59",clustered by reporter_code,0.12403089424857905
hs2 chapter,hs2_export_any_gini,hs2_export_any,hs2_61,0.125230149336328,0.020410910119464342,6.135451511145771,7.698053119467363e-08,0.08438801252470482,0.1660722861479512,183277,60,"Student t, df=59",clustered by reporter_code,0.12403089424857905
hs2 chapter,hs2_export_any_gini,hs2_export_any,hs2_62,0.13026145018115215,0.020388178647112978,6.389067529560691,2.8992022090996398e-08,0.08946479894064117,0.1710581014216631,183277,60,"Student t, df=59",clustered by reporter_code,0.12403089424857905
hs2 chapter,hs2_export_any_gini,hs2_export_any,hs2_63,0.1327709005526966,0.020541827694081333,6.463441448832304,2.1748609267534595e-08,0.09166679827935428,0.17387500282603893,183277,60,"Student t, df=59",clustered by reporter_code,0.12403089424857905
hs2 chapter,hs2_export_any_gini,hs2_export_any,hs2_64,0.12557425717358653,0.02020916583503427,6.21372787964821,5.698732896991064e-08,0.08513580974266363,0.16601270460450943,183277,60,"Student t, df=59",clustered by reporter_code,0.12403089424857905
hs2 chapter,hs2_export_any_gini,hs2_export_any,hs2_65,0.11412877481988824,0.021657492559316146,5.269713218522835,2.0243912484616656e-06,0.07079223230771559,0.1574653173320609,183277,60,"Student t, df=59",clustered by reporter_code,0.12403089424857905
hs2 chapter,hs2_export_any_gini,hs2_export_any,hs2_66,0.07081369568089113,0.027321255488712153,2.591890248606913,0.012012703782364737,0.016143989724409405,0.12548340163737287,183277,60,"Student t, df=59",clustered by reporter_code,0.12403089424857905
hs2 chapter,hs2_export_any_gini,hs2_export_any,hs2_67,0.05821039763547647,0.028899032602025036,2.0142680357887657,0.04854759743875306,0.0003835669676022155,0.11603722830335073,183277,60,"Student t, df=59",clustered by reporter_code,0.12403089424857905
hs2 chapter,hs2_export_any_gini,hs2_export_any,hs2_68,0.12107559130670058,0.02147226627039281,5.638696436698279,5.099047674239657e-07,0.07810968574256397,0.1640414968708372,183277,60,"Student t, df=59",clustered by reporter_code,0.12403089424857905
hs2 chapter,hs2_export_any_gini,hs2_export_any,hs2_69,0.1261346708969685,0.020563926597288073,6.13378336575092,7.747490950277636e-08,0.08498634882044867,0.16728299297348834,183277,60,"Student t, df=59",clustered by reporter_code,0.12403089424857905
hs2 chapter,hs2_export_any_gini,hs2_export_any,hs2_70,0.1291617631037027,0.020373292653242017,6.339758884440758,3.5070293896319445e-08,0.08839489866812578,0.16992862753927962,183277,60,"Student t, df=59",clustered by reporter_code,0.12403089424857905
hs2 chapter,hs2_export_any_gini,hs2_export_any,hs2_71,0.1189780997831417,0.02109496062775815,5.640119547157742,5.071763891428116e-07,0.07676718106604366,0.16118901850023973,183277,60,"Student t, df=59",clustered by reporter_code,0.12403089424857905
hs2 chapter,hs2_export_any_gini,hs2_export_any,hs2_72,0.12949582809394378,0.020955098546711973,6.179681179035197,6.495595735366891e-08,0.08756477275458895,0.1714268834332986,183277,60,"Student t, df=59",clustered by reporter_code,0.12403089424857905
hs2 chapter,hs2_export_any_gini,hs2_export_any,hs2_73,0.1315134127474783,0.02079011373062769,6.32576687417225,3.701507876799191e-08,0.08991249126256287,0.17311433423239372,183277,60,"Student t, df=59",clustered by reporter_code,0.12403089424857905
hs2 chapter,hs2_export_any_gini,hs2_export_any,hs2_74,0.11064674675292796,0.022690781162598192,4.876286363173335,8.530300533297431e-06,0.06524259852135665,0.15605089498449926,183277,60,"Student t, df=59",clustered by reporter_code,0.12403089424857905
hs2 chapter,hs2_export_any_gini,hs2_export_any,hs2_75,-0.03976209064028849,0.045400948359993754,-0.8757986799087639,0.3846912194141041,-0.1306091784694601,0.051084997188883124,183277,60,"Student t, df=59",clustered by reporter_code,0.12403089424857905
hs2 chapter,hs2_export_any_gini,hs2_export_any,hs2_76,0.13042699636606808,0.020438045108992248,6.3815788481983216,2.9842717589622034e-08,0.08953056256581507,0.1713234301663211,183277,60,"Student t, df=59",clustered by reporter_code,0.12403089424857905
hs2 chapter,hs2_export_any_gini,hs2_export_any,hs2_78,0.03957081040854892,0.03535365804522273,1.119284752879937,0.26755483024670956,-0.03117169593845486,0.1103133167555527,183277,60,"Student t, df=59",clustered by reporter_code,0.12403089424857905
hs2 chapter,hs2_export_any_gini,hs2_export_any,hs2_79,0.03362943564912507,0.03445512114114998,0.9760359138299826,0.3330317158931122,-0.035315102505787385,0.10257397380403753,183277,60,"Student t, df=59",clustered by reporter_code,0.12403089424857905
hs2 chapter,hs2_export_any_gini,hs2_export_any,hs2_80,-0.040514929721344274,0.04459455399948654,-0.9085174329092015,0.3673011472338684,-0.12974842616222448,0.04871856671953594,183277,60,"Student t, df=59",clustered by reporter_code,0.12403089424857905
hs2 chapter,hs2_export_any_gini,hs2_export_any,hs2_81,-0.007832415539253545,0.04151627635394291,-0.18865891228970202,0.8510075996950182,-0.09090629263892852,0.07524146156042144,183277,60,"Student t, df=59",clustered by reporter_code,0.12403089424857905
hs2 chapter,hs2_export_any_gini,hs2_export_any,hs2_82,0.12410182402988376,0.020292263296453814,6.115721160170992,8.303390941605385e-08,0.0834970989627295,0.16470654909703802,183277,60,"Student t, df=59",clustered by reporter_code,0.12403089424857905
hs2 chapter,hs2_export_any_gini,hs2_export_any,hs2_83,0.12620869132658616,0.020211548197437156,6.244385145250256,5.0646855548881446e-08,0.08576547679950616,0.16665190585366615,183277,60,"Student t, df=59",clustered by reporter_code,0.12403089424857905
hs2 chapter,hs2_export_any_gini,hs2_export_any,hs2_84,0.11154279108714449,0.02653333209120881,4.203874232746725,9.023362243452722e-05,0.058449716207354556,0.1646358659669344,183277,60,"Student t, df=59",clustered by reporter_code,0.12403089424857905
hs2 chapter,hs2_export_any_gini,hs2_export_any,hs2_85,0.1130558425983965,0.023591875267535124,4.792151591017146,1.1544432039763201e-05,0.06584860922762381,0.1602630759691692,183277,60,"Student t, df=59",clustered by reporter_code,0.12403089424857905
hs2 chapter,hs2_export_any_gini,hs2_export_any,hs2_86,0.09770674013879821,0.023084209570344145,4.232622297118644,8.182604081301253e-05,0.05151534348171863,0.1438981367958778,183277,60,"Student t, df=59",clustered by reporter_code,0.12403089424857905
hs2 chapter,hs2_export_any_gini,hs2_export_any,hs2_87,0.11542385010234682,0.02173648316166079,5.310143745145192,1.7427649150145581e-06,0.07192924775997013,0.15891845244472352,183277,60,"Student t, df=59",clustered by reporter_code,0.12403089424857905
hs2 chapter,hs2_export_any_gini,hs2_export_any,hs2_88,0.09571381722991319,0.02494543713563852,3.8369268379414687,0.00030584872759268315,0.04579811281710909,0.1456295216427173,183277,60,"Student t, df=59",clustered by reporter_code,0.12403089424857905
hs2 chapter,hs2_export_any_gini,hs2_export_any,hs2_89,0.07499775334435656,0.03090463646926205,2.426747631183101,0.018308327686729853,0.013157718607865083,0.13683778808084804,183277,60,"Student t, df=59",clustered by reporter_code,0.12403089424857905
hs2 chapter,hs2_export_any_gini,hs2_export_any,hs2_90,0.12124420186098905,0.021282048386936515,5.697017488946785,4.091510423144001e-07,0.07865892140247821,0.1638294823194999,183277,60,"Student t, df=59",clustered by reporter_code,0.12403089424857905
hs2 chapter,hs2_export_any_gini,hs2_export_any,hs2_91,0.10396352573648085,0.021890903123397563,4.74916567628322,1.3464377520541645e-05,0.06015992976438431,0.1477671217085774,183277,60,"Student t, df=59",clustered by reporter_code,0.12403089424857905
hs2 chapter,hs2_export_any_gini,hs2_export_any,hs2_92,0.0989045428985491,0.024350484699684975,4.061707358943399,0.00014570494472408794,0.050179335560270384,0.1476297502368278,183277,60,"Student t, df=59",clustered by reporter_code,0.12403089424857905
hs2 chapter,hs2_export_any_gini,hs2_export_any,hs2_93,0.027957275838301803,0.03309974635561054,0.8446371624102471,0.40172549635774646,-0.03827516363516886,0.09418971531177248,183277,60,"Student t, df=59",clustered by reporter_code,0.12403089424857905
hs2 chapter,hs2_export_any_gini,hs2_export_any,hs2_94,0.12974775527058144,0.020356980536737887,6.373624764066947,3.07734741256006e-08,0.0890135313047361,0.17048197923642677,183277,60,"Student t, df=59",clustered by reporter_code,0.12403089424857905
hs2 chapter,hs2_export_any_gini,hs2_export_any,hs2_95,0.12333381235209642,0.020384318926843167,6.050425957066627,1.0663839044037503e-07,0.08254488439400606,0.16412274031018678,183277,60,"Student t, df=59",clustered by reporter_code,0.12403089424857905
hs2 chapter,hs2_export_any_gini,hs2_export_any,hs2_96,0.12267388413369656,0.02058784925474431,5.9585575266162065,1.5150195495107985e-07,0.08147769293017522,0.16387007533721792,183277,60,"Student t, df=59",clustered by reporter_code,0.12403089424857905
hs2 chapter,hs2_export_any_gini,hs2_export_any,hs2_97,0.12191216757447791,0.020722387169552797,5.883114072571826,2.0197937072758664e-07,0.08044676662524715,0.16337756852370866,183277,60,"Student t, df=59",clustered by reporter_code,0.12403089424857905
hs2 chapter,hs2_export_share_gini,hs2_export_share,hs2_product_loo_gini_sum_z,0.0019941923864747737,0.0018185728388650927,1.0965699827119815,0.27728510979579374,-0.0016447634588111363,0.005633148231760684,183277,60,"Student t, df=59",clustered by reporter_code,0.29191846984332426
hs2 chapter,hs2_export_share_gini,hs2_export_share,hs2_import_value_share_z,0.013408578560904815,0.0032290831881941944,4.152441352371389,0.00010740784767226655,0.0069471980258657045,0.019869959095943926,183277,60,"Student t, df=59",clustered by reporter_code,0.29191846984332426
hs2 chapter,hs2_export_share_gini,hs2_export_share,hs2_02,-0.0005166160628907531,0.0022969248546815474,-0.22491639717241785,0.8228214936016983,-0.005112752080924595,0.004079519955143088,183277,60,"Student t, df=59",clustered by reporter_code,0.29191846984332426
hs2 chapter,hs2_export_share_gini,hs2_export_share,hs2_03,0.00994336555236112,0.007173343924502431,1.3861548612491528,0.17091620356104525,-0.0044104624860057985,0.024297193590728038,183277,60,"Student t, df=59",clustered by reporter_code,0.29191846984332426
hs2 chapter,hs2_export_share_gini,hs2_export_share,hs2_04,-0.0007213586416141717,0.002253219053106149,-0.3201458112205074,0.749988844533451,-0.005230039552699998,0.003787322269471655,183277,60,"Student t, df=59",clustered by reporter_code,0.29191846984332426
hs2 chapter,hs2_export_share_gini,hs2_export_share,hs2_05,-0.002313832883971256,0.00151839011376437,-1.5238724639973031,0.1328831536775692,-0.005352124483748679,0.0007244587158061668,183277,60,"Student t, df=59",clustered by reporter_code,0.29191846984332426
hs2 chapter,hs2_export_share_gini,hs2_export_share,hs2_06,-0.0015338993597911227,0.0016147484055668486,-0.9499308712756745,0.3460224827758519,-0.004765003456105785,0.0016972047365235404,183277,60,"Student t, df=59",clustered by reporter_code,0.29191846984332426
hs2 chapter,hs2_export_share_gini,hs2_export_share,hs2_07,0.00034745724988777103,0.0008876600920436052,0.39143051828300807,0.6968891784300247,-0.001428746491604889,0.002123660991380431,183277,60,"Student t, df=59",clustered by reporter_code,0.29191846984332426
hs2 chapter,hs2_export_share_gini,hs2_export_share,hs2_08,0.0026878855567213987,0.003259434119509907,0.8246479168370345,0.4128931159529541,-0.0038342270516011265,0.009209998165043923,183277,60,"Student t, df=59",clustered by reporter_code,0.29191846984332426
hs2 chapter,hs2_export_share_gini,hs2_export_share,hs2_09,0.005510833654324104,0.005402850641614382,1.0199863035039327,0.31189928571622294,-0.0053002455080475045,0.016321912816695712,183277,60,"Student t, df=59",clustered by reporter_code,0.29191846984332426
hs2 chapter,hs2_export_share_gini,hs2_export_share,hs2_10,-0.004074045622227391,0.0035511128972482158,-1.1472588284603398,0.2559057190377514,-0.011179806116690708,0.0030317148722359254,183277,60,"Student t, df=59",clustered by reporter_code,0.29191846984332426
hs2 chapter,hs2_export_share_gini,hs2_export_share,hs2_11,-0.002444965388907723,0.001670540445005362,-1.4635774884815047,0.14861705330403036,-0.00578770909827297,0.0008977783204575239,183277,60,"Student t, df=59",clustered by reporter_code,0.29191846984332426
hs2 chapter,hs2_export_share_gini,hs2_export_share,hs2_12,0.0009143412646326878,0.002042549599982538,0.44764703125961036,0.6560472822307637,-0.00317279104444841,0.005001473573713786,183277,60,"Student t, df=59",clustered by reporter_code,0.29191846984332426
hs2 chapter,hs2_export_share_gini,hs2_export_share,hs2_13,-0.0021186436991362076,0.0015377921030527186,-1.3777178949810072,0.1734939705886818,-0.005195758589805334,0.0009584711915329187,183277,60,"Student t, df=59",clustered by reporter_code,0.29191846984332426
hs2 chapter,hs2_export_share_gini,hs2_export_share,hs2_14,-0.002453787044053445,0.0015269068720858566,-1.607031240026714,0.11338668410661483,-0.005509120637868457,0.0006015465497615671,183277,60,"Student t, df=59",clustered by reporter_code,0.29191846984332426
hs2 chapter,hs2_export_share_gini,hs2_export_share,hs2_15,-0.001447705917469449,0.002002833605325355,-0.7228288528912881,0.47264076594239934,-0.005455366704805345,0.002559954869866447,183277,60,"Student t, df=59",clustered by reporter_code,0.29191846984332426
hs2 chapter,hs2_export_share_gini,hs2_export_share,hs2_16,0.0004442821378331484,0.0018750671949676872,0.23694198214630097,0.8135225722361918,-0.003307718652902126,0.004196282928568423,183277,60,"Student t, df=59",clustered by reporter_code,0.29191846984332426
hs2 chapter,hs2_export_share_gini,hs2_export_share,hs2_17,0.0011094275132434376,0.002751478876769488,0.40321135030700894,0.6882502558204036,-0.0043962690020798055,0.006615124028566681,183277,60,"Student t, df=59",clustered by reporter_code,0.29191846984332426
hs2 chapter,hs2_export_share_gini,hs2_export_share,hs2_18,-0.00133999597337423,0.0015930777322332467,-0.8411365913047849,0.4036676651842085,-0.0045277371525082955,0.0018477452057598352,183277,60,"Student t, df=59",clustered by reporter_code,0.29191846984332426
hs2 chapter,hs2_export_share_gini,hs2_export_share,hs2_19,-0.00020198641276286634,0.0017835257001965058,-0.11325119270252838,0.9102158892805035,-0.0037708130955577154,0.0033668402700319827,183277,60,"Student t, df=59",clustered by reporter_code,0.29191846984332426
hs2 chapter,hs2_export_share_gini,hs2_export_share,hs2_20,0.001581147707037949,0.002033299359735844,0.7776266192516599,0.4398962796435367,-0.0024874749140633085,0.005649770328139206,183277,60,"Student t, df=59",clustered by reporter_code,0.29191846984332426
hs2 chapter,hs2_export_share_gini,hs2_export_share,hs2_21,0.00013214732233650324,0.0018613692456580634,0.07099468450161496,0.9436420899056239,-0.0035924439351409264,0.003856738579813933,183277,60,"Student t, df=59",clustered by reporter_code,0.29191846984332426
hs2 chapter,hs2_export_share_gini,hs2_export_share,hs2_22,0.005776243161366444,0.0029785165580926347,1.9393020145120166,0.057251044744740014,-0.00018375470493629288,0.011736241027669181,183277,60,"Student t, df=59",clustered by reporter_code,0.29191846984332426
hs2 chapter,hs2_export_share_gini,hs2_export_share,hs2_23,0.0003407905504729683,0.002094262322836372,0.16272581842155157,0.8712903851993912,-0.0038498186780270118,0.004531399778972948,183277,60,"Student t, df=59",clustered by reporter_code,0.29191846984332426
hs2 chapter,hs2_export_share_gini,hs2_export_share,hs2_24,0.004442307706588256,0.003322850853540959,1.336896509169035,0.18638860628700965,-0.0022067014934238566,0.011091316906600368,183277,60,"Student t, df=59",clustered by reporter_code,0.29191846984332426
hs2 chapter,hs2_export_share_gini,hs2_export_share,hs2_25,0.0003067903827829818,0.002310238695741725,0.13279596751126346,0.8948066244646031,-0.004315986569676877,0.004929567335242841,183277,60,"Student t, df=59",clustered by reporter_code,0.29191846984332426
hs2 chapter,hs2_export_share_gini,hs2_export_share,hs2_26,0.016112463313464446,0.00646684956148623,2.4915475704620276,0.015549852973335632,0.0031723272301383606,0.02905259939679053,183277,60,"Student t, df=59",clustered by reporter_code,0.29191846984332426
hs2 chapter,hs2_export_share_gini,hs2_export_share,hs2_27,0.01805828405338131,0.03196093065524246,0.5650112084711545,0.5742083327302272,-0.04589539046715849,0.0820119585739211,183277,60,"Student t, df=59",clustered by reporter_code,0.29191846984332426
hs2 chapter,hs2_export_share_gini,hs2_export_share,hs2_28,-0.0001566196386128013,0.0030827268546729197,-0.050805551706727126,0.9596520823466498,-0.006325141826721895,0.0060119025494962935,183277,60,"Student t, df=59",clustered by reporter_code,0.29191846984332426
hs2 chapter,hs2_export_share_gini,hs2_export_share,hs2_29,0.00429445304081444,0.004066946292576442,1.0559404358629654,0.29530017715483087,-0.003843487693564236,0.012432393775193114,183277,60,"Student t, df=59",clustered by reporter_code,0.29191846984332426
hs2 chapter,hs2_export_share_gini,hs2_export_share,hs2_30,0.00794526794851306,0.005246339800027981,1.5144402100052086,0.1352534260371248,-0.0025526337432234553,0.018443169640249578,183277,60,"Student t, df=59",clustered by reporter_code,0.29191846984332426
hs2 chapter,hs2_export_share_gini,hs2_export_share,hs2_31,-0.0008198405783448149,0.00235495139185169,-0.3481348197595608,0.7289780405612172,-0.0055320874290625795,0.0038924062723729494,183277,60,"Student t, df=59",clustered by reporter_code,0.29191846984332426
hs2 chapter,hs2_export_share_gini,hs2_export_share,hs2_32,-0.0003256717097411881,0.0018941449404180632,-0.1719360027798654,0.8640762363361318,-0.00411584698094701,0.0034645035614646333,183277,60,"Student t, df=59",clustered by reporter_code,0.29191846984332426
hs2 chapter,hs2_export_share_gini,hs2_export_share,hs2_33,0.0009081842167627481,0.001995147530019709,0.45519652211071154,0.6506385725779367,-0.0030840967694109127,0.004900465202936409,183277,60,"Student t, df=59",clustered by reporter_code,0.29191846984332426
hs2 chapter,hs2_export_share_gini,hs2_export_share,hs2_34,-0.0011013295194510944,0.0017268981487827593,-0.6377501303289889,0.5261037911991508,-0.004556844733594581,0.002354185694692392,183277,60,"Student t, df=59",clustered by reporter_code,0.29191846984332426
hs2 chapter,hs2_export_share_gini,hs2_export_share,hs2_35,-0.0007886753947324157,0.0017822364608269582,-0.44252006513572845,0.6597310092007804,-0.00435492231550755,0.0027775715260427193,183277,60,"Student t, df=59",clustered by reporter_code,0.29191846984332426
hs2 chapter,hs2_export_share_gini,hs2_export_share,hs2_36,-0.002398047210468377,0.0015373194098969054,-1.559888722558439,0.12413457912473906,-0.005474216244317468,0.0006781218233807133,183277,60,"Student t, df=59",clustered by reporter_code,0.29191846984332426
