model_label,sample,flow,dimension,metric,outcome,term,coefficient,std_error,t_stat,p_value,ci_low,ci_high,nobs,clusters,r_squared,status,candidate_rows,dropped_rows,dropped_regressors,fixed_effects,se_method,cluster_col,p_value_reference,bh_q_value
primary_share_strict_year_fe,rd2_countries,Exports,product,top_1pct_share,product_top_1pct_share,primary_export_share_strict,0.3973705414408939,0.057743091686482895,6.88169839603366,4.288785947616032e-09,0.28182688185971455,0.5129142010220732,1878,60,0.585632271861271,ok,1887,9,,year,clustered by reporter_code,reporter_code,"Student t, df=59",
primary_share_strict_year_fe,rd2_countries,Exports,product,top_5pct_share,product_top_5pct_share,log_population,-0.022404121628401292,0.004737273153264242,-4.729328646156623,1.445250960553439e-05,-0.03188338331282467,-0.012924859943977912,1878,60,0.5894821745071072,ok,1887,9,,year,clustered by reporter_code,reporter_code,"Student t, df=59",8.671505763320634e-05
primary_share_strict_year_fe,rd2_countries,Exports,product,top_5pct_share,product_top_5pct_share,log_gdp_per_capita,-0.02161216127649135,0.005049394538993025,-4.280149057395969,6.956417495672971e-05,-0.03171597641116053,-0.011508346141822168,1878,60,0.5894821745071072,ok,1887,9,,year,clustered by reporter_code,reporter_code,"Student t, df=59",
primary_share_strict_year_fe,rd2_countries,Exports,product,top_5pct_share,product_top_5pct_share,primary_export_share_strict,0.20051202794219125,0.0379580763496063,5.2824602094007576,1.9310769285028375e-06,0.12455809260550746,0.27646596327887507,1878,60,0.5894821745071072,ok,1887,9,,year,clustered by reporter_code,reporter_code,"Student t, df=59",
primary_share_strict_year_fe,rd2_countries,Exports,partner,top_1pct_share,partner_top_1pct_share,log_population,0.003106580096816978,0.00961300642678951,0.32316425880664823,0.7477134529350483,-0.016129001332721642,0.0223421615263556,1878,60,0.01929732995425293,ok,1887,9,,year,clustered by reporter_code,reporter_code,"Student t, df=59",0.7477134529350483
primary_share_strict_year_fe,rd2_countries,Exports,partner,top_1pct_share,partner_top_1pct_share,log_gdp_per_capita,0.011640231015971236,0.011299268575583355,1.0301756204932297,0.3071323034772908,-0.01096955317954906,0.03425001521149153,1878,60,0.01929732995425293,ok,1887,9,,year,clustered by reporter_code,reporter_code,"Student t, df=59",
primary_share_strict_year_fe,rd2_countries,Exports,partner,top_1pct_share,partner_top_1pct_share,primary_export_share_strict,0.04520480007838253,0.052587625053898315,0.8596090816432773,0.39348394414674936,-0.060022794599106775,0.15043239475587183,1878,60,0.01929732995425293,ok,1887,9,,year,clustered by reporter_code,reporter_code,"Student t, df=59",
primary_share_strict_year_fe,rd2_countries,Exports,partner,top_5pct_share,partner_top_5pct_share,log_population,-0.01020974119946404,0.006145558191547622,-1.6613204010509814,0.10195447269268257,-0.022506974736523324,0.0020874923375952432,1878,60,0.08078961082882541,ok,1887,9,,year,clustered by reporter_code,reporter_code,"Student t, df=59",0.2446907344624382
primary_share_strict_year_fe,rd2_countries,Exports,partner,top_5pct_share,partner_top_5pct_share,log_gdp_per_capita,0.010546707290942458,0.007591868919265298,1.3892109312081107,0.16998976712691155,-0.004644587327559374,0.02573800190944429,1878,60,0.08078961082882541,ok,1887,9,,year,clustered by reporter_code,reporter_code,"Student t, df=59",
primary_share_strict_year_fe,rd2_countries,Exports,partner,top_5pct_share,partner_top_5pct_share,primary_export_share_strict,0.019494043695483913,0.04115300104768196,0.4736967705683754,0.6374643622192386,-0.06285292119538931,0.10184100858635713,1878,60,0.08078961082882541,ok,1887,9,,year,clustered by reporter_code,reporter_code,"Student t, df=59",
primary_share_broad_year_fe,rd2_countries,Imports,product,gini,product_gini,log_population,-0.002139381239081281,0.0020214854765466714,-1.0583213502656532,0.2942227916483629,-0.006184364334523729,0.0019056018563611676,1878,60,0.5303132659731212,ok,1892,14,,year,clustered by reporter_code,reporter_code,"Student t, df=59",0.4413341874725444
primary_share_broad_year_fe,rd2_countries,Imports,product,gini,product_gini,log_gdp_per_capita,-0.013519081643334395,0.0018221808976128856,-7.4191764720203235,5.272294928936473e-10,-0.01716525719749851,-0.00987290608917028,1878,60,0.5303132659731212,ok,1892,14,,year,clustered by reporter_code,reporter_code,"Student t, df=59",
primary_share_broad_year_fe,rd2_countries,Imports,product,gini,product_gini,primary_export_share_broad,0.004053631253947473,0.010278370625925744,0.3943846161494467,0.6947190841138212,-0.016513340862808153,0.024620603370703098,1878,60,0.5303132659731212,ok,1892,14,,year,clustered by reporter_code,reporter_code,"Student t, df=59",
primary_share_broad_year_fe,rd2_countries,Imports,partner,gini,partner_gini,log_population,-0.003038359260205493,0.001935660933911235,-1.5696753532480112,0.12183870381084853,-0.0069116078425078935,0.0008348893220969079,1878,60,0.17019401748279162,ok,1892,14,,year,clustered by reporter_code,reporter_code,"Student t, df=59",0.20886634939002605
primary_share_broad_year_fe,rd2_countries,Imports,partner,gini,partner_gini,log_gdp_per_capita,0.00427667364978411,0.0025074028498583336,1.7056188837089896,0.0933390307271997,-0.000740627863787765,0.009293975163355984,1878,60,0.17019401748279162,ok,1892,14,,year,clustered by reporter_code,reporter_code,"Student t, df=59",
primary_share_broad_year_fe,rd2_countries,Imports,partner,gini,partner_gini,primary_export_share_broad,-0.01808157529653959,0.012504679091441382,-1.4459847521329214,0.15347295140298767,-0.04310338036299079,0.006940229769911609,1878,60,0.17019401748279162,ok,1892,14,,year,clustered by reporter_code,reporter_code,"Student t, df=59",
primary_share_broad_year_fe,rd2_countries,Imports,product,top_1pct_share,product_top_1pct_share,log_population,-0.002808045062948872,0.00605445522625909,-0.46379813839731693,0.6444990149476149,-0.014922981987535666,0.009306891861637922,1878,60,0.3333168586455505,ok,1892,14,,year,clustered by reporter_code,reporter_code,"Student t, df=59",0.7030898344883071
primary_share_broad_year_fe,rd2_countries,Imports,product,top_1pct_share,product_top_1pct_share,log_gdp_per_capita,-0.02818980705329117,0.005724853724909465,-4.92410957691971,7.176394545817939e-06,-0.03964521289706641,-0.01673440120951593,1878,60,0.3333168586455505,ok,1892,14,,year,clustered by reporter_code,reporter_code,"Student t, df=59",
primary_share_broad_year_fe,rd2_countries,Imports,product,top_1pct_share,product_top_1pct_share,primary_export_share_broad,0.0004295773732737414,0.032389833722374244,0.013262722400979724,0.9894629352054237,-0.06438233020224463,0.06524148494879212,1878,60,0.3333168586455505,ok,1892,14,,year,clustered by reporter_code,reporter_code,"Student t, df=59",
primary_share_broad_year_fe,rd2_countries,Imports,product,top_5pct_share,product_top_5pct_share,log_population,-0.0029742858370472316,0.004477031880078791,-0.6643432338022321,0.5090588335221644,-0.01193280593663872,0.005984234262544255,1878,60,0.4621013354314366,ok,1892,14,,year,clustered by reporter_code,reporter_code,"Student t, df=59",0.6108706002265973
primary_share_broad_year_fe,rd2_countries,Imports,product,top_5pct_share,product_top_5pct_share,log_gdp_per_capita,-0.028062350578869952,0.004215802278010893,-6.656467435685902,1.0294023568312107e-08,-0.036498151452103736,-0.019626549705636168,1878,60,0.4621013354314366,ok,1892,14,,year,clustered by reporter_code,reporter_code,"Student t, df=59",
primary_share_broad_year_fe,rd2_countries,Imports,product,top_5pct_share,product_top_5pct_share,primary_export_share_broad,0.0023623369256404103,0.024366455234852223,0.09695037307935847,0.9230943944107044,-0.046394827379693554,0.051119501230974376,1878,60,0.4621013354314366,ok,1892,14,,year,clustered by reporter_code,reporter_code,"Student t, df=59",
primary_share_broad_year_fe,rd2_countries,Imports,partner,top_1pct_share,partner_top_1pct_share,log_population,-0.008815618597467037,0.009510674512514274,-0.926918336430011,0.3577452655546035,-0.027846434339509986,0.01021519714457591,1878,60,0.03496680466308,ok,1892,14,,year,clustered by reporter_code,reporter_code,"Student t, df=59",0.47699368740613796
primary_share_broad_year_fe,rd2_countries,Imports,partner,top_1pct_share,partner_top_1pct_share,log_gdp_per_capita,0.00812115668500097,0.011149483567970589,0.7283885962512944,0.46925698247402614,-0.014188908402579265,0.030431221772581205,1878,60,0.03496680466308,ok,1892,14,,year,clustered by reporter_code,reporter_code,"Student t, df=59",
primary_share_broad_year_fe,rd2_countries,Imports,partner,top_1pct_share,partner_top_1pct_share,primary_export_share_broad,-0.01582752349094948,0.05930354286276318,-0.2668900157883757,0.7904844923879564,-0.13449363866359806,0.10283859168169912,1878,60,0.03496680466308,ok,1892,14,,year,clustered by reporter_code,reporter_code,"Student t, df=59",
primary_share_broad_year_fe,rd2_countries,Imports,partner,top_5pct_share,partner_top_5pct_share,log_population,-0.011881124625125949,0.006099226549000861,-1.9479723420131432,0.05618067944051493,-0.024085648759589927,0.0003233995093380286,1878,60,0.1442616234945897,ok,1892,14,,year,clustered by reporter_code,reporter_code,"Student t, df=59",0.1470488027978154
primary_share_broad_year_fe,rd2_countries,Imports,partner,top_5pct_share,partner_top_5pct_share,log_gdp_per_capita,0.009068540467912492,0.007457362578256231,1.2160519718263458,0.22880815720182984,-0.005853607583906632,0.023990688519731615,1878,60,0.1442616234945897,ok,1892,14,,year,clustered by reporter_code,reporter_code,"Student t, df=59",
primary_share_broad_year_fe,rd2_countries,Imports,partner,top_5pct_share,partner_top_5pct_share,primary_export_share_broad,-0.05252829866821033,0.03754410638992308,-1.3991090405153188,0.167015681082231,-0.1276538820289006,0.02259728469247995,1878,60,0.1442616234945897,ok,1892,14,,year,clustered by reporter_code,reporter_code,"Student t, df=59",
primary_share_broad_year_fe,rd2_countries,Exports,product,gini,product_gini,log_population,-0.008898722573519507,0.001921376033844176,-4.631432065755222,2.0464806131082378e-05,-0.012743387136811269,-0.005054058010227745,1878,60,0.6049588514427503,ok,1887,9,,year,clustered by reporter_code,reporter_code,"Student t, df=59",0.00023068073169114813
primary_share_broad_year_fe,rd2_countries,Exports,product,gini,product_gini,log_gdp_per_capita,-0.005940006240252053,0.0021455687688223626,-2.7684995822866783,0.0075136962691959375,-0.010233279430036135,-0.001646733050467971,1878,60,0.6049588514427503,ok,1887,9,,year,clustered by reporter_code,reporter_code,"Student t, df=59",
primary_share_broad_year_fe,rd2_countries,Exports,product,gini,product_gini,primary_export_share_broad,0.07427602726986643,0.012243435692342538,6.066600024396844,1.0023471409572595e-07,0.049776969037568085,0.09877508550216477,1878,60,0.6049588514427503,ok,1887,9,,year,clustered by reporter_code,reporter_code,"Student t, df=59",
primary_share_broad_year_fe,rd2_countries,Exports,partner,gini,partner_gini,log_population,-0.003793634146777344,0.002049067627134538,-1.8513952865881964,0.06911933402228825,-0.007893808998063849,0.00030654070450916076,1878,60,0.09669362741502618,ok,1887,9,,year,clustered by reporter_code,reporter_code,"Student t, df=59",0.1470488027978154
primary_share_broad_year_fe,rd2_countries,Exports,partner,gini,partner_gini,log_gdp_per_capita,0.003753343354340323,0.002717315207667411,1.3812690348729382,0.1724053734031362,-0.0016839918170111273,0.009190678525691772,1878,60,0.09669362741502618,ok,1887,9,,year,clustered by reporter_code,reporter_code,"Student t, df=59",
primary_share_broad_year_fe,rd2_countries,Exports,partner,gini,partner_gini,primary_export_share_broad,0.0022453195532718437,0.013434998644836807,0.16712465796449785,0.8678434549900176,-0.024638050639668743,0.02912868974621243,1878,60,0.09669362741502618,ok,1887,9,,year,clustered by reporter_code,reporter_code,"Student t, df=59",
primary_share_broad_year_fe,rd2_countries,Exports,product,top_1pct_share,product_top_1pct_share,log_population,-0.01488759598083147,0.005611357578108473,-2.653118389551983,0.010231021077400839,-0.0261158965594271,-0.00365929540223584,1878,60,0.6532305285372493,ok,1887,9,,year,clustered by reporter_code,reporter_code,"Student t, df=59",0.040924084309603356
primary_share_broad_year_fe,rd2_countries,Exports,product,top_1pct_share,product_top_1pct_share,log_gdp_per_capita,-0.007247589157404966,0.006628201196641147,-1.0934473686582862,0.2786418315424521,-0.020510589116923026,0.0060154108021130935,1878,60,0.6532305285372493,ok,1887,9,,year,clustered by reporter_code,reporter_code,"Student t, df=59",
primary_share_broad_year_fe,rd2_countries,Exports,product,top_1pct_share,product_top_1pct_share,primary_export_share_broad,0.4054965507005802,0.044752173288919735,9.060935389275894,9.043239017244623e-13,0.3159476587900466,0.49504544261111383,1878,60,0.6532305285372493,ok,1887,9,,year,clustered by reporter_code,reporter_code,"Student t, df=59",
primary_share_broad_year_fe,rd2_countries,Exports,product,top_5pct_share,product_top_5pct_share,log_population,-0.019918660304164483,0.004474257515306922,-4.451835916019714,3.8446788615191356e-05,-0.02887162891267033,-0.010965691695658636,1878,60,0.6365892862522263,ok,1887,9,,year,clustered by reporter_code,reporter_code,"Student t, df=59",0.00023068073169114813
primary_share_broad_year_fe,rd2_countries,Exports,product,top_5pct_share,product_top_5pct_share,log_gdp_per_capita,-0.014786912821437069,0.005206527119729452,-2.84007217890098,0.006179696347242658,-0.02520514952390692,-0.0043686761189672164,1878,60,0.6365892862522263,ok,1887,9,,year,clustered by reporter_code,reporter_code,"Student t, df=59",
primary_share_broad_year_fe,rd2_countries,Exports,product,top_5pct_share,product_top_5pct_share,primary_export_share_broad,0.20841893246854082,0.03075443240021096,6.7768746227002765,6.44825360608753e-09,0.14687945537999064,0.269958409557091,1878,60,0.6365892862522263,ok,1887,9,,year,clustered by reporter_code,reporter_code,"Student t, df=59",
primary_share_broad_year_fe,rd2_countries,Exports,partner,top_1pct_share,partner_top_1pct_share,log_population,0.0018318996623283939,0.009477909957640597,0.19328097339135533,0.8474027743228183,-0.017133354356847205,0.020797153681503994,1878,60,0.015255865394865675,ok,1887,9,,year,clustered by reporter_code,reporter_code,"Student t, df=59",0.8474027743228184
primary_share_broad_year_fe,rd2_countries,Exports,partner,top_1pct_share,partner_top_1pct_share,log_gdp_per_capita,0.009433780373689478,0.01181272061306898,0.7986119948737663,0.42771851320619725,-0.014203418975709557,0.03307097972308851,1878,60,0.015255865394865675,ok,1887,9,,year,clustered by reporter_code,reporter_code,"Student t, df=59",
primary_share_broad_year_fe,rd2_countries,Exports,partner,top_1pct_share,partner_top_1pct_share,primary_export_share_broad,0.014597884238729139,0.054332229200390686,0.2686781759844334,0.7891146180850384,-0.09412065527248503,0.12331642374994331,1878,60,0.015255865394865675,ok,1887,9,,year,clustered by reporter_code,reporter_code,"Student t, df=59",
primary_share_broad_year_fe,rd2_countries,Exports,partner,top_5pct_share,partner_top_5pct_share,log_population,-0.010991570243273803,0.006032689275894775,-1.822001721055577,0.0735244013989077,-0.023062953601781906,0.0010798131152342984,1878,60,0.0788619792442462,ok,1887,9,,year,clustered by reporter_code,reporter_code,"Student t, df=59",0.1470488027978154
primary_share_broad_year_fe,rd2_countries,Exports,partner,top_5pct_share,partner_top_5pct_share,log_gdp_per_capita,0.009121419503333684,0.007978580874501732,1.1432383335843948,0.25755735987236716,-0.006843683950247729,0.025086522956915096,1878,60,0.0788619792442462,ok,1887,9,,year,clustered by reporter_code,reporter_code,"Student t, df=59",
primary_share_broad_year_fe,rd2_countries,Exports,partner,top_5pct_share,partner_top_5pct_share,primary_export_share_broad,0.0021977553506843115,0.04009230651476448,0.0548173837261012,0.9564691568108501,-0.07802676468225755,0.08242227538362618,1878,60,0.0788619792442462,ok,1887,9,,year,clustered by reporter_code,reporter_code,"Student t, df=59",
