classification_code,cmd_code,hs_desc_official,bec5_label,bec5_end_use,exercise_03_bin,mapping_status,bec5_primary_flag,primary_strict,primary_broad,primary_strict_rule,primary_broad_rule,primary_mapping_source
H0,010111,Horses :-- Pure-bred breeding animals,,,unmapped_or_ambiguous,ambiguous,False,True,True,strict_hs01_10_12_14_raw_agriculture,strict_hs01_10_12_14_raw_agriculture,bec5_audit_mapping
H0,010119,Horses :-- Other,"Agriculture, forestry, fishing, food, beverages, tobacco |Goods|Intermediate Consumption|Primary",Intermediate Consumption,intermediates,mapped,True,True,True,strict_hs01_10_12_14_raw_agriculture,strict_hs01_10_12_14_raw_agriculture,bec5_audit_mapping
H0,010120,"Asses, mules and hinnies",,,unmapped_or_ambiguous,ambiguous,False,True,True,strict_hs01_10_12_14_raw_agriculture,strict_hs01_10_12_14_raw_agriculture,bec5_audit_mapping
H0,010210,Pure-bred breeding animals,,,unmapped_or_ambiguous,ambiguous,False,True,True,strict_hs01_10_12_14_raw_agriculture,strict_hs01_10_12_14_raw_agriculture,bec5_audit_mapping
H0,010290,Other,"Agriculture, forestry, fishing, food, beverages, tobacco |Goods|Intermediate Consumption|Primary",Intermediate Consumption,intermediates,mapped,True,True,True,strict_hs01_10_12_14_raw_agriculture,strict_hs01_10_12_14_raw_agriculture,bec5_audit_mapping
H0,010310,Pure-bred breeding animals,"Agriculture, forestry, fishing, food, beverages, tobacco |Goods|Gross Fixed Capital Formation|Generic",Gross Fixed Capital Formation,capital_goods,mapped,False,True,True,strict_hs01_10_12_14_raw_agriculture,strict_hs01_10_12_14_raw_agriculture,bec5_audit_mapping
H0,010391,Other :-- Weighing less than 50 kg,"Agriculture, forestry, fishing, food, beverages, tobacco |Goods|Intermediate Consumption|Primary",Intermediate Consumption,intermediates,mapped,True,True,True,strict_hs01_10_12_14_raw_agriculture,strict_hs01_10_12_14_raw_agriculture,bec5_audit_mapping
H0,010392,Other :-- Weighing 50 kg or more,"Agriculture, forestry, fishing, food, beverages, tobacco |Goods|Intermediate Consumption|Primary",Intermediate Consumption,intermediates,mapped,True,True,True,strict_hs01_10_12_14_raw_agriculture,strict_hs01_10_12_14_raw_agriculture,bec5_audit_mapping
H0,010410,Sheep,"Agriculture, forestry, fishing, food, beverages, tobacco |Goods|Intermediate Consumption|Primary",Intermediate Consumption,intermediates,mapped,True,True,True,strict_hs01_10_12_14_raw_agriculture,strict_hs01_10_12_14_raw_agriculture,bec5_audit_mapping
H0,010420,Goats,"Agriculture, forestry, fishing, food, beverages, tobacco |Goods|Intermediate Consumption|Primary",Intermediate Consumption,intermediates,mapped,True,True,True,strict_hs01_10_12_14_raw_agriculture,strict_hs01_10_12_14_raw_agriculture,bec5_audit_mapping
H0,010511,Weighing not more than 185 g :-- Fowls of the species Gallus domesticus,"Agriculture, forestry, fishing, food, beverages, tobacco |Goods|Intermediate Consumption|Primary",Intermediate Consumption,intermediates,mapped,True,True,True,strict_hs01_10_12_14_raw_agriculture,strict_hs01_10_12_14_raw_agriculture,bec5_audit_mapping
H0,010519,Weighing not more than 185 g :-- Other,"Agriculture, forestry, fishing, food, beverages, tobacco |Goods|Intermediate Consumption|Primary",Intermediate Consumption,intermediates,mapped,True,True,True,strict_hs01_10_12_14_raw_agriculture,strict_hs01_10_12_14_raw_agriculture,bec5_audit_mapping
H0,010591,"Fowls, live domestic > 185 grams","Agriculture, forestry, fishing, food, beverages, tobacco |Goods|Intermediate Consumption|Primary",Intermediate Consumption,intermediates,mapped,True,True,True,strict_hs01_10_12_14_raw_agriculture,strict_hs01_10_12_14_raw_agriculture,bec5_audit_mapping
H0,010599,Other,"Agriculture, forestry, fishing, food, beverages, tobacco |Goods|Intermediate Consumption|Primary",Intermediate Consumption,intermediates,mapped,True,True,True,strict_hs01_10_12_14_raw_agriculture,strict_hs01_10_12_14_raw_agriculture,bec5_audit_mapping
H0,010600,Other live animals.,"Agriculture, forestry, fishing, food, beverages, tobacco |Goods|Intermediate Consumption|Primary",Intermediate Consumption,intermediates,mapped,True,True,True,strict_hs01_10_12_14_raw_agriculture,strict_hs01_10_12_14_raw_agriculture,bec5_audit_mapping
H0,020110,Carcasses and half-carcasses,"Agriculture, forestry, fishing, food, beverages, tobacco |Goods|Intermediate Consumption|Processed|Generic",Intermediate Consumption,intermediates,mapped,False,True,True,strict_hs01_10_12_14_raw_agriculture,strict_hs01_10_12_14_raw_agriculture,bec5_audit_mapping
H0,020120,Other cuts with bone in,"Agriculture, forestry, fishing, food, beverages, tobacco |Goods|Final Consumption|Primary|Non-durable",Final Consumption,final_consumption,mapped,True,True,True,strict_hs01_10_12_14_raw_agriculture,strict_hs01_10_12_14_raw_agriculture,bec5_audit_mapping
H0,020130,Boneless,"Agriculture, forestry, fishing, food, beverages, tobacco |Goods|Final Consumption|Primary|Non-durable",Final Consumption,final_consumption,mapped,True,True,True,strict_hs01_10_12_14_raw_agriculture,strict_hs01_10_12_14_raw_agriculture,bec5_audit_mapping
H0,020210,Carcasses and half-carcasses,"Agriculture, forestry, fishing, food, beverages, tobacco |Goods|Intermediate Consumption|Processed|Generic",Intermediate Consumption,intermediates,mapped,False,True,True,strict_hs01_10_12_14_raw_agriculture,strict_hs01_10_12_14_raw_agriculture,bec5_audit_mapping
H0,020220,Other cuts with bone in,"Agriculture, forestry, fishing, food, beverages, tobacco |Goods|Final Consumption|Primary|Non-durable",Final Consumption,final_consumption,mapped,True,True,True,strict_hs01_10_12_14_raw_agriculture,strict_hs01_10_12_14_raw_agriculture,bec5_audit_mapping
H0,020230,Boneless,"Agriculture, forestry, fishing, food, beverages, tobacco |Goods|Final Consumption|Primary|Non-durable",Final Consumption,final_consumption,mapped,True,True,True,strict_hs01_10_12_14_raw_agriculture,strict_hs01_10_12_14_raw_agriculture,bec5_audit_mapping
H0,020311,Fresh or chilled :-- Carcasses and half-carcasses,"Agriculture, forestry, fishing, food, beverages, tobacco |Goods|Intermediate Consumption|Processed|Generic",Intermediate Consumption,intermediates,mapped,False,True,True,strict_hs01_10_12_14_raw_agriculture,strict_hs01_10_12_14_raw_agriculture,bec5_audit_mapping
H0,020312,"Fresh or chilled :-- Hams, shoulders and cuts thereof, with bone in","Agriculture, forestry, fishing, food, beverages, tobacco |Goods|Final Consumption|Primary|Non-durable",Final Consumption,final_consumption,mapped,True,True,True,strict_hs01_10_12_14_raw_agriculture,strict_hs01_10_12_14_raw_agriculture,bec5_audit_mapping
H0,020319,Fresh or chilled :-- Other,"Agriculture, forestry, fishing, food, beverages, tobacco |Goods|Final Consumption|Primary|Non-durable",Final Consumption,final_consumption,mapped,True,True,True,strict_hs01_10_12_14_raw_agriculture,strict_hs01_10_12_14_raw_agriculture,bec5_audit_mapping
H0,020321,Frozen :-- Carcasses and half-carcasses,"Agriculture, forestry, fishing, food, beverages, tobacco |Goods|Intermediate Consumption|Processed|Generic",Intermediate Consumption,intermediates,mapped,False,True,True,strict_hs01_10_12_14_raw_agriculture,strict_hs01_10_12_14_raw_agriculture,bec5_audit_mapping
H0,020322,"Frozen :-- Hams, shoulders and cuts thereof, with bone in","Agriculture, forestry, fishing, food, beverages, tobacco |Goods|Final Consumption|Primary|Non-durable",Final Consumption,final_consumption,mapped,True,True,True,strict_hs01_10_12_14_raw_agriculture,strict_hs01_10_12_14_raw_agriculture,bec5_audit_mapping
H0,020329,Frozen :-- Other,"Agriculture, forestry, fishing, food, beverages, tobacco |Goods|Final Consumption|Primary|Non-durable",Final Consumption,final_consumption,mapped,True,True,True,strict_hs01_10_12_14_raw_agriculture,strict_hs01_10_12_14_raw_agriculture,bec5_audit_mapping
H0,020410,"Carcasses and half-carcasses of lamb, fresh or chilled","Agriculture, forestry, fishing, food, beverages, tobacco |Goods|Intermediate Consumption|Processed|Generic",Intermediate Consumption,intermediates,mapped,False,True,True,strict_hs01_10_12_14_raw_agriculture,strict_hs01_10_12_14_raw_agriculture,bec5_audit_mapping
H0,020421,"Other meat of sheep, fresh or chilled :-- Carcasses and half-carcasses","Agriculture, forestry, fishing, food, beverages, tobacco |Goods|Intermediate Consumption|Processed|Generic",Intermediate Consumption,intermediates,mapped,False,True,True,strict_hs01_10_12_14_raw_agriculture,strict_hs01_10_12_14_raw_agriculture,bec5_audit_mapping
H0,020422,"Other meat of sheep, fresh or chilled :-- Other cuts with bone in","Agriculture, forestry, fishing, food, beverages, tobacco |Goods|Final Consumption|Primary|Non-durable",Final Consumption,final_consumption,mapped,True,True,True,strict_hs01_10_12_14_raw_agriculture,strict_hs01_10_12_14_raw_agriculture,bec5_audit_mapping
H0,020423,"Other meat of sheep, fresh or chilled :-- Boneless","Agriculture, forestry, fishing, food, beverages, tobacco |Goods|Final Consumption|Primary|Non-durable",Final Consumption,final_consumption,mapped,True,True,True,strict_hs01_10_12_14_raw_agriculture,strict_hs01_10_12_14_raw_agriculture,bec5_audit_mapping
H0,020430,"Other meat of sheep, fresh or chilled :- Carcasses and half-carcasses of lamb, frozen","Agriculture, forestry, fishing, food, beverages, tobacco |Goods|Intermediate Consumption|Processed|Generic",Intermediate Consumption,intermediates,mapped,False,True,True,strict_hs01_10_12_14_raw_agriculture,strict_hs01_10_12_14_raw_agriculture,bec5_audit_mapping
H0,020441,"Other meat of sheep, frozen :-- Carcasses and half-carcasses","Agriculture, forestry, fishing, food, beverages, tobacco |Goods|Intermediate Consumption|Processed|Generic",Intermediate Consumption,intermediates,mapped,False,True,True,strict_hs01_10_12_14_raw_agriculture,strict_hs01_10_12_14_raw_agriculture,bec5_audit_mapping
H0,020442,"Other meat of sheep, frozen :-- Other cuts with bone in","Agriculture, forestry, fishing, food, beverages, tobacco |Goods|Final Consumption|Primary|Non-durable",Final Consumption,final_consumption,mapped,True,True,True,strict_hs01_10_12_14_raw_agriculture,strict_hs01_10_12_14_raw_agriculture,bec5_audit_mapping
H0,020443,"Other meat of sheep, frozen :-- Boneless","Agriculture, forestry, fishing, food, beverages, tobacco |Goods|Final Consumption|Primary|Non-durable",Final Consumption,final_consumption,mapped,True,True,True,strict_hs01_10_12_14_raw_agriculture,strict_hs01_10_12_14_raw_agriculture,bec5_audit_mapping
H0,020450,Meat of goats,"Agriculture, forestry, fishing, food, beverages, tobacco |Goods|Final Consumption|Primary|Non-durable",Final Consumption,final_consumption,mapped,True,True,True,strict_hs01_10_12_14_raw_agriculture,strict_hs01_10_12_14_raw_agriculture,bec5_audit_mapping
H0,020500,"Meat of horses, asses, mules or hinnies, fresh, chilled or frozen.","Agriculture, forestry, fishing, food, beverages, tobacco |Goods|Intermediate Consumption|Processed|Generic",Intermediate Consumption,intermediates,mapped,False,True,True,strict_hs01_10_12_14_raw_agriculture,strict_hs01_10_12_14_raw_agriculture,bec5_audit_mapping
H0,020610,"Of bovine animals, fresh or chilled","Agriculture, forestry, fishing, food, beverages, tobacco |Goods|Final Consumption|Primary|Non-durable",Final Consumption,final_consumption,mapped,True,True,True,strict_hs01_10_12_14_raw_agriculture,strict_hs01_10_12_14_raw_agriculture,bec5_audit_mapping
H0,020621,"Of bovine animals, frozen :-- Tongues","Agriculture, forestry, fishing, food, beverages, tobacco |Goods|Final Consumption|Primary|Non-durable",Final Consumption,final_consumption,mapped,True,True,True,strict_hs01_10_12_14_raw_agriculture,strict_hs01_10_12_14_raw_agriculture,bec5_audit_mapping
H0,020622,"Of bovine animals, frozen :-- Livers","Agriculture, forestry, fishing, food, beverages, tobacco |Goods|Final Consumption|Primary|Non-durable",Final Consumption,final_consumption,mapped,True,True,True,strict_hs01_10_12_14_raw_agriculture,strict_hs01_10_12_14_raw_agriculture,bec5_audit_mapping
H0,020629,"Of bovine animals, frozen :-- Other","Agriculture, forestry, fishing, food, beverages, tobacco |Goods|Final Consumption|Primary|Non-durable",Final Consumption,final_consumption,mapped,True,True,True,strict_hs01_10_12_14_raw_agriculture,strict_hs01_10_12_14_raw_agriculture,bec5_audit_mapping
H0,020630,"Of swine, fresh or chilled","Agriculture, forestry, fishing, food, beverages, tobacco |Goods|Final Consumption|Primary|Non-durable",Final Consumption,final_consumption,mapped,True,True,True,strict_hs01_10_12_14_raw_agriculture,strict_hs01_10_12_14_raw_agriculture,bec5_audit_mapping
H0,020641,"Of swine, frozen :-- Livers","Agriculture, forestry, fishing, food, beverages, tobacco |Goods|Final Consumption|Primary|Non-durable",Final Consumption,final_consumption,mapped,True,True,True,strict_hs01_10_12_14_raw_agriculture,strict_hs01_10_12_14_raw_agriculture,bec5_audit_mapping
H0,020649,"Of swine, frozen :-- Other","Agriculture, forestry, fishing, food, beverages, tobacco |Goods|Final Consumption|Primary|Non-durable",Final Consumption,final_consumption,mapped,True,True,True,strict_hs01_10_12_14_raw_agriculture,strict_hs01_10_12_14_raw_agriculture,bec5_audit_mapping
H0,020680,"Other, fresh or chilled","Agriculture, forestry, fishing, food, beverages, tobacco |Goods|Final Consumption|Primary|Non-durable",Final Consumption,final_consumption,mapped,True,True,True,strict_hs01_10_12_14_raw_agriculture,strict_hs01_10_12_14_raw_agriculture,bec5_audit_mapping
H0,020690,"Other, frozen","Agriculture, forestry, fishing, food, beverages, tobacco |Goods|Final Consumption|Primary|Non-durable",Final Consumption,final_consumption,mapped,True,True,True,strict_hs01_10_12_14_raw_agriculture,strict_hs01_10_12_14_raw_agriculture,bec5_audit_mapping
H0,020710,"Poultry, domestic, whole, fresh or chilled","Agriculture, forestry, fishing, food, beverages, tobacco |Goods|Final Consumption|Primary|Non-durable",Final Consumption,final_consumption,mapped,True,True,True,strict_hs01_10_12_14_raw_agriculture,strict_hs01_10_12_14_raw_agriculture,bec5_audit_mapping
H0,020721,"Fowls, domestic, whole, frozen","Agriculture, forestry, fishing, food, beverages, tobacco |Goods|Final Consumption|Primary|Non-durable",Final Consumption,final_consumption,mapped,True,True,True,strict_hs01_10_12_14_raw_agriculture,strict_hs01_10_12_14_raw_agriculture,bec5_audit_mapping
H0,020722,"Turkeys, domestic, whole, frozen","Agriculture, forestry, fishing, food, beverages, tobacco |Goods|Final Consumption|Primary|Non-durable",Final Consumption,final_consumption,mapped,True,True,True,strict_hs01_10_12_14_raw_agriculture,strict_hs01_10_12_14_raw_agriculture,bec5_audit_mapping
H0,020723,"Ducks, geese and guinea fowls, domestic, whole, froze","Agriculture, forestry, fishing, food, beverages, tobacco |Goods|Final Consumption|Primary|Non-durable",Final Consumption,final_consumption,mapped,True,True,True,strict_hs01_10_12_14_raw_agriculture,strict_hs01_10_12_14_raw_agriculture,bec5_audit_mapping
H0,020731,"Fatty livers (geese,ducks) domestic fresh or chilled","Agriculture, forestry, fishing, food, beverages, tobacco |Goods|Final Consumption|Primary|Non-durable",Final Consumption,final_consumption,mapped,True,True,True,strict_hs01_10_12_14_raw_agriculture,strict_hs01_10_12_14_raw_agriculture,bec5_audit_mapping
H0,020739,"Poultry cuts & offal, except livers, fresh or chilled","Agriculture, forestry, fishing, food, beverages, tobacco |Goods|Final Consumption|Primary|Non-durable",Final Consumption,final_consumption,mapped,True,True,True,strict_hs01_10_12_14_raw_agriculture,strict_hs01_10_12_14_raw_agriculture,bec5_audit_mapping
H0,020741,"Fowl cuts & offal, domestic, except livers, frozen","Agriculture, forestry, fishing, food, beverages, tobacco |Goods|Final Consumption|Primary|Non-durable",Final Consumption,final_consumption,mapped,True,True,True,strict_hs01_10_12_14_raw_agriculture,strict_hs01_10_12_14_raw_agriculture,bec5_audit_mapping
H0,020742,"Turkey cuts & offal, except livers, frozen","Agriculture, forestry, fishing, food, beverages, tobacco |Goods|Final Consumption|Primary|Non-durable",Final Consumption,final_consumption,mapped,True,True,True,strict_hs01_10_12_14_raw_agriculture,strict_hs01_10_12_14_raw_agriculture,bec5_audit_mapping
H0,020743,"Duck, goose, guinea fowl cuts, offal not liver, froze","Agriculture, forestry, fishing, food, beverages, tobacco |Goods|Final Consumption|Primary|Non-durable",Final Consumption,final_consumption,mapped,True,True,True,strict_hs01_10_12_14_raw_agriculture,strict_hs01_10_12_14_raw_agriculture,bec5_audit_mapping
H0,020750,"Poultry livers, domestic, frozen","Agriculture, forestry, fishing, food, beverages, tobacco |Goods|Final Consumption|Primary|Non-durable",Final Consumption,final_consumption,mapped,True,True,True,strict_hs01_10_12_14_raw_agriculture,strict_hs01_10_12_14_raw_agriculture,bec5_audit_mapping
H0,020810,Of rabbits or hares,"Agriculture, forestry, fishing, food, beverages, tobacco |Goods|Final Consumption|Primary|Non-durable",Final Consumption,final_consumption,mapped,True,True,True,strict_hs01_10_12_14_raw_agriculture,strict_hs01_10_12_14_raw_agriculture,bec5_audit_mapping
H0,020820,Frogs'legs,"Agriculture, forestry, fishing, food, beverages, tobacco |Goods|Final Consumption|Primary|Non-durable",Final Consumption,final_consumption,mapped,True,True,True,strict_hs01_10_12_14_raw_agriculture,strict_hs01_10_12_14_raw_agriculture,bec5_audit_mapping
H0,020890,Other,"Agriculture, forestry, fishing, food, beverages, tobacco |Goods|Final Consumption|Primary|Non-durable",Final Consumption,final_consumption,mapped,True,True,True,strict_hs01_10_12_14_raw_agriculture,strict_hs01_10_12_14_raw_agriculture,bec5_audit_mapping
H0,020900,"Pig fat, free of lean meat, and poultry fat, not rendered or otherwise extracted, fresh, chilled, frozen, salted, in brine, dried or smoked.","Agriculture, forestry, fishing, food, beverages, tobacco |Goods|Intermediate Consumption|Processed|Generic",Intermediate Consumption,intermediates,mapped,False,True,True,strict_hs01_10_12_14_raw_agriculture,strict_hs01_10_12_14_raw_agriculture,bec5_audit_mapping
H0,021011,"Meat of swine :-- Hams, shoulders and cuts thereof, with bone in","Agriculture, forestry, fishing, food, beverages, tobacco |Goods|Final Consumption|Primary|Non-durable",Final Consumption,final_consumption,mapped,True,True,True,strict_hs01_10_12_14_raw_agriculture,strict_hs01_10_12_14_raw_agriculture,bec5_audit_mapping
H0,021012,Meat of swine :-- Bellies (streaky) and cuts thereof,"Agriculture, forestry, fishing, food, beverages, tobacco |Goods|Final Consumption|Primary|Non-durable",Final Consumption,final_consumption,mapped,True,True,True,strict_hs01_10_12_14_raw_agriculture,strict_hs01_10_12_14_raw_agriculture,bec5_audit_mapping
H0,021019,Meat of swine :-- Other,"Agriculture, forestry, fishing, food, beverages, tobacco |Goods|Final Consumption|Primary|Non-durable",Final Consumption,final_consumption,mapped,True,True,True,strict_hs01_10_12_14_raw_agriculture,strict_hs01_10_12_14_raw_agriculture,bec5_audit_mapping
H0,021020,Meat of bovine animals,"Agriculture, forestry, fishing, food, beverages, tobacco |Goods|Final Consumption|Primary|Non-durable",Final Consumption,final_consumption,mapped,True,True,True,strict_hs01_10_12_14_raw_agriculture,strict_hs01_10_12_14_raw_agriculture,bec5_audit_mapping
H0,021090,"Other, including edible flours and meals of meat or meat offal","Agriculture, forestry, fishing, food, beverages, tobacco |Goods|Final Consumption|Primary|Non-durable",Final Consumption,final_consumption,mapped,True,True,True,strict_hs01_10_12_14_raw_agriculture,strict_hs01_10_12_14_raw_agriculture,bec5_audit_mapping
H0,030110,Ornamental fish,"Health, pharmaceuticals, education, cultural, sport|Goods|Final Consumption|Primary|Non-durable",Final Consumption,final_consumption,mapped,True,True,True,strict_hs01_10_12_14_raw_agriculture,strict_hs01_10_12_14_raw_agriculture,bec5_audit_mapping
H0,030191,"Other live fish :-- Trout (Salmo trutta, Oncorhynchus mykiss, Oncorhynchus clarki, Oncorhynchus aguabonita, Oncorhynchus gilae, Oncorhynchus apache and Oncorhynchus chrysogaster)","Health, pharmaceuticals, education, cultural, sport|Goods|Final Consumption|Primary|Non-durable",Final Consumption,final_consumption,mapped,True,True,True,strict_hs01_10_12_14_raw_agriculture,strict_hs01_10_12_14_raw_agriculture,bec5_audit_mapping
H0,030192,Other live fish :-- Eels (Anguilla spp.),"Health, pharmaceuticals, education, cultural, sport|Goods|Final Consumption|Primary|Non-durable",Final Consumption,final_consumption,mapped,True,True,True,strict_hs01_10_12_14_raw_agriculture,strict_hs01_10_12_14_raw_agriculture,bec5_audit_mapping
H0,030193,Other live fish :-- Carp,"Health, pharmaceuticals, education, cultural, sport|Goods|Final Consumption|Primary|Non-durable",Final Consumption,final_consumption,mapped,True,True,True,strict_hs01_10_12_14_raw_agriculture,strict_hs01_10_12_14_raw_agriculture,bec5_audit_mapping
H0,030199,Other live fish :-- Other,"Health, pharmaceuticals, education, cultural, sport|Goods|Final Consumption|Primary|Non-durable",Final Consumption,final_consumption,mapped,True,True,True,strict_hs01_10_12_14_raw_agriculture,strict_hs01_10_12_14_raw_agriculture,bec5_audit_mapping
H0,030211,"Salmonidae, excluding livers and roes :-- Trout (Salmo trutta, Oncorhynchus mykiss, Oncorhynchus clarki, Oncorhynchus aguabonita, Oncorhynchus gilae, Oncorhynchus apache and Oncorhynchus chrysogaster)","Agriculture, forestry, fishing, food, beverages, tobacco |Goods|Final Consumption|Primary|Non-durable",Final Consumption,final_consumption,mapped,True,True,True,strict_hs01_10_12_14_raw_agriculture,strict_hs01_10_12_14_raw_agriculture,bec5_audit_mapping
H0,030212,"Salmonidae, excluding livers and roes :-- Pacific salmon (Oncorhynchus nerka, Oncorhynchusgorbascha, Oncorhynchus keta, Oncorhynchus tschawytscha, Oncorhynchus kisutch, Oncorhynchus masou and Oncorhnchus rhodurus), Altantic salmon (Sa","Agriculture, forestry, fishing, food, beverages, tobacco |Goods|Final Consumption|Primary|Non-durable",Final Consumption,final_consumption,mapped,True,True,True,strict_hs01_10_12_14_raw_agriculture,strict_hs01_10_12_14_raw_agriculture,bec5_audit_mapping
H0,030219,"Salmonidae, excluding livers and roes :-- Other","Agriculture, forestry, fishing, food, beverages, tobacco |Goods|Final Consumption|Primary|Non-durable",Final Consumption,final_consumption,mapped,True,True,True,strict_hs01_10_12_14_raw_agriculture,strict_hs01_10_12_14_raw_agriculture,bec5_audit_mapping
H0,030221,"Salmonidae, excluding livers and roes :-- Halibut (Reinhardtius hippoglossoides, Hippoglossus hippoglossus, Hippoglossus stenolepis)","Agriculture, forestry, fishing, food, beverages, tobacco |Goods|Final Consumption|Primary|Non-durable",Final Consumption,final_consumption,mapped,True,True,True,strict_hs01_10_12_14_raw_agriculture,strict_hs01_10_12_14_raw_agriculture,bec5_audit_mapping
H0,030222,"Salmonidae, excluding livers and roes :-- Plaice (Pleuronectes platessa)","Agriculture, forestry, fishing, food, beverages, tobacco |Goods|Final Consumption|Primary|Non-durable",Final Consumption,final_consumption,mapped,True,True,True,strict_hs01_10_12_14_raw_agriculture,strict_hs01_10_12_14_raw_agriculture,bec5_audit_mapping
H0,030223,"Salmonidae, excluding livers and roes :-- Sole (Solea spp.)","Agriculture, forestry, fishing, food, beverages, tobacco |Goods|Final Consumption|Primary|Non-durable",Final Consumption,final_consumption,mapped,True,True,True,strict_hs01_10_12_14_raw_agriculture,strict_hs01_10_12_14_raw_agriculture,bec5_audit_mapping
H0,030229,"Salmonidae, excluding livers and roes :-- Other","Agriculture, forestry, fishing, food, beverages, tobacco |Goods|Final Consumption|Primary|Non-durable",Final Consumption,final_consumption,mapped,True,True,True,strict_hs01_10_12_14_raw_agriculture,strict_hs01_10_12_14_raw_agriculture,bec5_audit_mapping
H0,030231,"Tunas (of the genus Thunnus) skipjack or stripe-bellied bonito (Euthynnus (Katsuwonus) pelamis), excluding livers and roes :-- Albacore or longfinned tunas (Thunnus alalunga)","Agriculture, forestry, fishing, food, beverages, tobacco |Goods|Final Consumption|Primary|Non-durable",Final Consumption,final_consumption,mapped,True,True,True,strict_hs01_10_12_14_raw_agriculture,strict_hs01_10_12_14_raw_agriculture,bec5_audit_mapping
H0,030232,"Tunas (of the genus Thunnus) skipjack or stripe-bellied bonito (Euthynnus (Katsuwonus) pelamis), excluding livers and roes :-- Yellowfin tunas (Thunnus albacares)","Agriculture, forestry, fishing, food, beverages, tobacco |Goods|Final Consumption|Primary|Non-durable",Final Consumption,final_consumption,mapped,True,True,True,strict_hs01_10_12_14_raw_agriculture,strict_hs01_10_12_14_raw_agriculture,bec5_audit_mapping
H0,030233,"Tunas (of the genus Thunnus) skipjack or stripe-bellied bonito (Euthynnus (Katsuwonus) pelamis), excluding livers and roes :-- Skipjack or stripe-bellied bonito","Agriculture, forestry, fishing, food, beverages, tobacco |Goods|Final Consumption|Primary|Non-durable",Final Consumption,final_consumption,mapped,True,True,True,strict_hs01_10_12_14_raw_agriculture,strict_hs01_10_12_14_raw_agriculture,bec5_audit_mapping
H0,030239,"Tunas (of the genus Thunnus) skipjack or stripe-bellied bonito (Euthynnus (Katsuwonus) pelamis), excluding livers and roes :-- Other","Agriculture, forestry, fishing, food, beverages, tobacco |Goods|Final Consumption|Primary|Non-durable",Final Consumption,final_consumption,mapped,True,True,True,strict_hs01_10_12_14_raw_agriculture,strict_hs01_10_12_14_raw_agriculture,bec5_audit_mapping
H0,030240,"Tunas (of the genus Thunnus) skipjack or stripe-bellied bonito (Euthynnus (Katsuwonus) pelamis), excluding livers and roes :- Herrings (Clupea harengus, Clupea pallasii), excluding livers and roes","Agriculture, forestry, fishing, food, beverages, tobacco |Goods|Final Consumption|Primary|Non-durable",Final Consumption,final_consumption,mapped,True,True,True,strict_hs01_10_12_14_raw_agriculture,strict_hs01_10_12_14_raw_agriculture,bec5_audit_mapping
H0,030250,"Tunas (of the genus Thunnus) skipjack or stripe-bellied bonito (Euthynnus (Katsuwonus) pelamis), excluding livers and roes :- Cod (Gadus morhua, Gadus ogac, Gadus macrocephalus), excluding livers and roes","Agriculture, forestry, fishing, food, beverages, tobacco |Goods|Final Consumption|Primary|Non-durable",Final Consumption,final_consumption,mapped,True,True,True,strict_hs01_10_12_14_raw_agriculture,strict_hs01_10_12_14_raw_agriculture,bec5_audit_mapping
H0,030261,"Other fish, excluding livers and roes :-- Sardines (Sardina pilchardus, Sardinops spp.), sardinella (Sardinella spp.), brisling or sprats (Sprattus sprattus)","Agriculture, forestry, fishing, food, beverages, tobacco |Goods|Final Consumption|Primary|Non-durable",Final Consumption,final_consumption,mapped,True,True,True,strict_hs01_10_12_14_raw_agriculture,strict_hs01_10_12_14_raw_agriculture,bec5_audit_mapping
H0,030262,"Other fish, excluding livers and roes :-- Haddock (Melanogrammus aeglefinus)","Agriculture, forestry, fishing, food, beverages, tobacco |Goods|Final Consumption|Primary|Non-durable",Final Consumption,final_consumption,mapped,True,True,True,strict_hs01_10_12_14_raw_agriculture,strict_hs01_10_12_14_raw_agriculture,bec5_audit_mapping
H0,030263,"Other fish, excluding livers and roes :-- Coalfish (Pollachius virens)","Agriculture, forestry, fishing, food, beverages, tobacco |Goods|Final Consumption|Primary|Non-durable",Final Consumption,final_consumption,mapped,True,True,True,strict_hs01_10_12_14_raw_agriculture,strict_hs01_10_12_14_raw_agriculture,bec5_audit_mapping
H0,030264,"Other fish, excluding livers and roes :-- Mackerel (Scomber scombrus, Scomber australasicus, Scomber japonicus)","Agriculture, forestry, fishing, food, beverages, tobacco |Goods|Final Consumption|Primary|Non-durable",Final Consumption,final_consumption,mapped,True,True,True,strict_hs01_10_12_14_raw_agriculture,strict_hs01_10_12_14_raw_agriculture,bec5_audit_mapping
H0,030265,"Other fish, excluding livers and roes :-- Dogfish and other sharks","Agriculture, forestry, fishing, food, beverages, tobacco |Goods|Final Consumption|Primary|Non-durable",Final Consumption,final_consumption,mapped,True,True,True,strict_hs01_10_12_14_raw_agriculture,strict_hs01_10_12_14_raw_agriculture,bec5_audit_mapping
H0,030266,"Other fish, excluding livers and roes :-- Eels (Anguilla spp.)","Agriculture, forestry, fishing, food, beverages, tobacco |Goods|Final Consumption|Primary|Non-durable",Final Consumption,final_consumption,mapped,True,True,True,strict_hs01_10_12_14_raw_agriculture,strict_hs01_10_12_14_raw_agriculture,bec5_audit_mapping
