classification_code,cmd_code,hs_desc_official,bec5_label,bec5_end_use,exercise_03_bin,mapping_status,bec5_primary_flag,primary_strict,primary_broad,primary_strict_rule,primary_broad_rule,primary_mapping_source
H0,960990,Other,"Health, pharmaceuticals, education, cultural, sport|Goods|Final Consumption|Processed|Durable",Final Consumption,final_consumption,mapped,False,False,False,not_primary_strict,not_primary_broad,bec5_audit_mapping
H0,961000,"Slates and boards, with writing or drawing surfaces, whether or not framed.","Health, pharmaceuticals, education, cultural, sport|Goods|Final Consumption|Processed|Durable",Final Consumption,final_consumption,mapped,False,False,False,not_primary_strict,not_primary_broad,bec5_audit_mapping
H0,961100,"Date, sealing or numbering stamps, and the like (including devices for printing or embossing labels), designed for operating in the hand; hand-operated composing sticks and hand printing sets incorporating such composing st","Construction, wood, glass, stone, basic metals, housing, electrical appliances, furniture  |Goods|Intermediate Consumption|Processed|Specific",Intermediate Consumption,intermediates,mapped,False,False,False,not_primary_strict,not_primary_broad,bec5_audit_mapping
H0,961210,Ribbons,"Construction, wood, glass, stone, basic metals, housing, electrical appliances, furniture  |Goods|Intermediate Consumption|Processed|Specific",Intermediate Consumption,intermediates,mapped,False,False,False,not_primary_strict,not_primary_broad,bec5_audit_mapping
H0,961220,Ink-pads,"Construction, wood, glass, stone, basic metals, housing, electrical appliances, furniture  |Goods|Intermediate Consumption|Processed|Specific",Intermediate Consumption,intermediates,mapped,False,False,False,not_primary_strict,not_primary_broad,bec5_audit_mapping
H0,961310,"Pocket lighters, gas fuelled, non-refillable","Health, pharmaceuticals, education, cultural, sport|Goods|Final Consumption|Processed|Durable",Final Consumption,final_consumption,mapped,False,False,False,not_primary_strict,not_primary_broad,bec5_audit_mapping
H0,961320,"Pocket lighters, gas fuelled, refillable","Health, pharmaceuticals, education, cultural, sport|Goods|Final Consumption|Processed|Durable",Final Consumption,final_consumption,mapped,False,False,False,not_primary_strict,not_primary_broad,bec5_audit_mapping
H0,961330,Table lighters,"Health, pharmaceuticals, education, cultural, sport|Goods|Final Consumption|Processed|Durable",Final Consumption,final_consumption,mapped,False,False,False,not_primary_strict,not_primary_broad,bec5_audit_mapping
H0,961380,Other lighters,"Health, pharmaceuticals, education, cultural, sport|Goods|Final Consumption|Processed|Durable",Final Consumption,final_consumption,mapped,False,False,False,not_primary_strict,not_primary_broad,bec5_audit_mapping
H0,961390,Parts,"Health, pharmaceuticals, education, cultural, sport|Goods|Intermediate Consumption|Processed|Specific",Intermediate Consumption,intermediates,mapped,False,False,False,not_primary_strict,not_primary_broad,bec5_audit_mapping
H0,961410,"Roughly shaped blocks of wood or root, for pipes","Health, pharmaceuticals, education, cultural, sport|Goods|Final Consumption|Processed|Durable",Final Consumption,final_consumption,mapped,False,False,False,not_primary_strict,not_primary_broad,bec5_audit_mapping
H0,961420,Pipes and pipe bowls,"Health, pharmaceuticals, education, cultural, sport|Goods|Final Consumption|Processed|Durable",Final Consumption,final_consumption,mapped,False,False,False,not_primary_strict,not_primary_broad,bec5_audit_mapping
H0,961490,Other,"Health, pharmaceuticals, education, cultural, sport|Goods|Final Consumption|Processed|Durable",Final Consumption,final_consumption,mapped,False,False,False,not_primary_strict,not_primary_broad,bec5_audit_mapping
H0,961511,"Combs, hair-slides and the like :-- Of hard rubber or plastics","Health, pharmaceuticals, education, cultural, sport|Goods|Final Consumption|Processed|Durable",Final Consumption,final_consumption,mapped,False,False,False,not_primary_strict,not_primary_broad,bec5_audit_mapping
H0,961519,"Combs, hair-slides and the like :-- Other","Health, pharmaceuticals, education, cultural, sport|Goods|Final Consumption|Processed|Durable",Final Consumption,final_consumption,mapped,False,False,False,not_primary_strict,not_primary_broad,bec5_audit_mapping
H0,961590,Other,"Health, pharmaceuticals, education, cultural, sport|Goods|Final Consumption|Processed|Durable",Final Consumption,final_consumption,mapped,False,False,False,not_primary_strict,not_primary_broad,bec5_audit_mapping
H0,961610,"Scent sprays and similar toilet sprays, and mounts and heads therefor","Health, pharmaceuticals, education, cultural, sport|Goods|Final Consumption|Processed|Durable",Final Consumption,final_consumption,mapped,False,False,False,not_primary_strict,not_primary_broad,bec5_audit_mapping
H0,961620,Powder-puffs and pads for the application of cosmetics or toilet preparations,"Health, pharmaceuticals, education, cultural, sport|Goods|Final Consumption|Processed|Durable",Final Consumption,final_consumption,mapped,False,False,False,not_primary_strict,not_primary_broad,bec5_audit_mapping
H0,961700,"Vacuum flasks and other vacuum vessels, complete with cases; parts thereof other than glass inners.","Construction, wood, glass, stone, basic metals, housing, electrical appliances, furniture  |Goods|Final Consumption|Processed|Durable",Final Consumption,final_consumption,mapped,False,False,False,not_primary_strict,not_primary_broad,bec5_audit_mapping
H0,961800,Tailors' dummies and other lay figures; automata and other animated displays used for shop window dressing.,"Textile, apparel, shoes |Goods|Gross Fixed Capital Formation|Specific",Gross Fixed Capital Formation,capital_goods,mapped,False,False,False,not_primary_strict,not_primary_broad,bec5_audit_mapping
H0,970110,"Paintings, drawings and pastels","Health, pharmaceuticals, education, cultural, sport|Goods|Final Consumption|Processed|Durable",Final Consumption,final_consumption,mapped,False,False,False,not_primary_strict,not_primary_broad,bec5_audit_mapping
H0,970190,Other,"Health, pharmaceuticals, education, cultural, sport|Goods|Final Consumption|Processed|Durable",Final Consumption,final_consumption,mapped,False,False,False,not_primary_strict,not_primary_broad,bec5_audit_mapping
H0,970200,"Original engravings, prints and lithographs.","Health, pharmaceuticals, education, cultural, sport|Goods|Final Consumption|Processed|Durable",Final Consumption,final_consumption,mapped,False,False,False,not_primary_strict,not_primary_broad,bec5_audit_mapping
H0,970300,"Original sculptures and statuary, in any material.","Health, pharmaceuticals, education, cultural, sport|Goods|Final Consumption|Processed|Durable",Final Consumption,final_consumption,mapped,False,False,False,not_primary_strict,not_primary_broad,bec5_audit_mapping
H0,970400,"Postage or revenue stamps, stamp-postmarks, first-day covers, postal stationery (stamped paper), and the like, used, or if unused not of current or new issue in the country to which they are destined.","Government, military and other|Goods|Final Consumption|Processed|Durable",Final Consumption,final_consumption,mapped,False,False,False,not_primary_strict,not_primary_broad,bec5_audit_mapping
H0,970500,"Collections and collectors' pieces of zoological, botanical, mineralogical, anatomical, historical, archaeological, palaeontological, ethnographic or numismatic interest.","Health, pharmaceuticals, education, cultural, sport|Goods|Final Consumption|Processed|Durable",Final Consumption,final_consumption,mapped,False,False,False,not_primary_strict,not_primary_broad,bec5_audit_mapping
H0,970600,Antiques of an age exceeding one hundred years.,"Health, pharmaceuticals, education, cultural, sport|Goods|Final Consumption|Processed|Durable",Final Consumption,final_consumption,mapped,False,False,False,not_primary_strict,not_primary_broad,bec5_audit_mapping
H1,010111,Horses :-- Pure-bred breeding animals,,,unmapped_or_ambiguous,ambiguous,False,True,True,strict_hs01_10_12_14_raw_agriculture,strict_hs01_10_12_14_raw_agriculture,bec5_audit_mapping
H1,010119,Horses :-- Other,"Agriculture, forestry, fishing, food, beverages, tobacco |Goods|Intermediate Consumption|Primary",Intermediate Consumption,intermediates,mapped,True,True,True,strict_hs01_10_12_14_raw_agriculture,strict_hs01_10_12_14_raw_agriculture,bec5_audit_mapping
H1,010120,"Asses, mules and hinnies",,,unmapped_or_ambiguous,ambiguous,False,True,True,strict_hs01_10_12_14_raw_agriculture,strict_hs01_10_12_14_raw_agriculture,bec5_audit_mapping
H1,010210,Pure-bred breeding animals,,,unmapped_or_ambiguous,ambiguous,False,True,True,strict_hs01_10_12_14_raw_agriculture,strict_hs01_10_12_14_raw_agriculture,bec5_audit_mapping
H1,010290,Other,"Agriculture, forestry, fishing, food, beverages, tobacco |Goods|Intermediate Consumption|Primary",Intermediate Consumption,intermediates,mapped,True,True,True,strict_hs01_10_12_14_raw_agriculture,strict_hs01_10_12_14_raw_agriculture,bec5_audit_mapping
H1,010310,Pure-bred breeding animals,"Agriculture, forestry, fishing, food, beverages, tobacco |Goods|Gross Fixed Capital Formation|Generic",Gross Fixed Capital Formation,capital_goods,mapped,False,True,True,strict_hs01_10_12_14_raw_agriculture,strict_hs01_10_12_14_raw_agriculture,bec5_audit_mapping
H1,010391,Other :-- Weighing less than 50 kg,"Agriculture, forestry, fishing, food, beverages, tobacco |Goods|Intermediate Consumption|Primary",Intermediate Consumption,intermediates,mapped,True,True,True,strict_hs01_10_12_14_raw_agriculture,strict_hs01_10_12_14_raw_agriculture,bec5_audit_mapping
H1,010392,Other :-- Weighing 50 kg or more,"Agriculture, forestry, fishing, food, beverages, tobacco |Goods|Intermediate Consumption|Primary",Intermediate Consumption,intermediates,mapped,True,True,True,strict_hs01_10_12_14_raw_agriculture,strict_hs01_10_12_14_raw_agriculture,bec5_audit_mapping
H1,010410,Sheep,"Agriculture, forestry, fishing, food, beverages, tobacco |Goods|Intermediate Consumption|Primary",Intermediate Consumption,intermediates,mapped,True,True,True,strict_hs01_10_12_14_raw_agriculture,strict_hs01_10_12_14_raw_agriculture,bec5_audit_mapping
H1,010420,Goats,"Agriculture, forestry, fishing, food, beverages, tobacco |Goods|Intermediate Consumption|Primary",Intermediate Consumption,intermediates,mapped,True,True,True,strict_hs01_10_12_14_raw_agriculture,strict_hs01_10_12_14_raw_agriculture,bec5_audit_mapping
H1,010511,Weighing not more than 185 g :-- Fowls of the species Gallus domesticus,"Agriculture, forestry, fishing, food, beverages, tobacco |Goods|Intermediate Consumption|Primary",Intermediate Consumption,intermediates,mapped,True,True,True,strict_hs01_10_12_14_raw_agriculture,strict_hs01_10_12_14_raw_agriculture,bec5_audit_mapping
H1,010512,Weighing not more than 185 g :-- Turkeys,"Agriculture, forestry, fishing, food, beverages, tobacco |Goods|Intermediate Consumption|Primary",Intermediate Consumption,intermediates,mapped,True,True,True,strict_hs01_10_12_14_raw_agriculture,strict_hs01_10_12_14_raw_agriculture,bec5_audit_mapping
H1,010519,Weighing not more than 185 g :-- Other,"Agriculture, forestry, fishing, food, beverages, tobacco |Goods|Intermediate Consumption|Primary",Intermediate Consumption,intermediates,mapped,True,True,True,strict_hs01_10_12_14_raw_agriculture,strict_hs01_10_12_14_raw_agriculture,bec5_audit_mapping
H1,010592,"Other :-- Fowls of the species Gallus domesticus, weighing not more than 2,000 g","Agriculture, forestry, fishing, food, beverages, tobacco |Goods|Intermediate Consumption|Primary",Intermediate Consumption,intermediates,mapped,True,True,True,strict_hs01_10_12_14_raw_agriculture,strict_hs01_10_12_14_raw_agriculture,bec5_audit_mapping
H1,010593,"Other :-- Fowls of the species Gallus domesticus, weighing more than 2,000 g","Agriculture, forestry, fishing, food, beverages, tobacco |Goods|Intermediate Consumption|Primary",Intermediate Consumption,intermediates,mapped,True,True,True,strict_hs01_10_12_14_raw_agriculture,strict_hs01_10_12_14_raw_agriculture,bec5_audit_mapping
H1,010599,Other,"Agriculture, forestry, fishing, food, beverages, tobacco |Goods|Intermediate Consumption|Primary",Intermediate Consumption,intermediates,mapped,True,True,True,strict_hs01_10_12_14_raw_agriculture,strict_hs01_10_12_14_raw_agriculture,bec5_audit_mapping
H1,010600,Other live animals.,"Agriculture, forestry, fishing, food, beverages, tobacco |Goods|Intermediate Consumption|Primary",Intermediate Consumption,intermediates,mapped,True,True,True,strict_hs01_10_12_14_raw_agriculture,strict_hs01_10_12_14_raw_agriculture,bec5_audit_mapping
H1,020110,Carcasses and half-carcasses,"Agriculture, forestry, fishing, food, beverages, tobacco |Goods|Intermediate Consumption|Processed|Generic",Intermediate Consumption,intermediates,mapped,False,True,True,strict_hs01_10_12_14_raw_agriculture,strict_hs01_10_12_14_raw_agriculture,bec5_audit_mapping
H1,020120,Other cuts with bone in,"Agriculture, forestry, fishing, food, beverages, tobacco |Goods|Final Consumption|Primary|Non-durable",Final Consumption,final_consumption,mapped,True,True,True,strict_hs01_10_12_14_raw_agriculture,strict_hs01_10_12_14_raw_agriculture,bec5_audit_mapping
H1,020130,Boneless,"Agriculture, forestry, fishing, food, beverages, tobacco |Goods|Final Consumption|Primary|Non-durable",Final Consumption,final_consumption,mapped,True,True,True,strict_hs01_10_12_14_raw_agriculture,strict_hs01_10_12_14_raw_agriculture,bec5_audit_mapping
H1,020210,Carcasses and half-carcasses,"Agriculture, forestry, fishing, food, beverages, tobacco |Goods|Intermediate Consumption|Processed|Generic",Intermediate Consumption,intermediates,mapped,False,True,True,strict_hs01_10_12_14_raw_agriculture,strict_hs01_10_12_14_raw_agriculture,bec5_audit_mapping
H1,020220,Other cuts with bone in,"Agriculture, forestry, fishing, food, beverages, tobacco |Goods|Final Consumption|Primary|Non-durable",Final Consumption,final_consumption,mapped,True,True,True,strict_hs01_10_12_14_raw_agriculture,strict_hs01_10_12_14_raw_agriculture,bec5_audit_mapping
H1,020230,Boneless,"Agriculture, forestry, fishing, food, beverages, tobacco |Goods|Final Consumption|Primary|Non-durable",Final Consumption,final_consumption,mapped,True,True,True,strict_hs01_10_12_14_raw_agriculture,strict_hs01_10_12_14_raw_agriculture,bec5_audit_mapping
H1,020311,Fresh or chilled :-- Carcasses and half-carcasses,"Agriculture, forestry, fishing, food, beverages, tobacco |Goods|Intermediate Consumption|Processed|Generic",Intermediate Consumption,intermediates,mapped,False,True,True,strict_hs01_10_12_14_raw_agriculture,strict_hs01_10_12_14_raw_agriculture,bec5_audit_mapping
H1,020312,"Fresh or chilled :-- Hams, shoulders and cuts thereof, with bone in","Agriculture, forestry, fishing, food, beverages, tobacco |Goods|Final Consumption|Primary|Non-durable",Final Consumption,final_consumption,mapped,True,True,True,strict_hs01_10_12_14_raw_agriculture,strict_hs01_10_12_14_raw_agriculture,bec5_audit_mapping
H1,020319,Fresh or chilled :-- Other,"Agriculture, forestry, fishing, food, beverages, tobacco |Goods|Final Consumption|Primary|Non-durable",Final Consumption,final_consumption,mapped,True,True,True,strict_hs01_10_12_14_raw_agriculture,strict_hs01_10_12_14_raw_agriculture,bec5_audit_mapping
H1,020321,Frozen :-- Carcasses and half-carcasses,"Agriculture, forestry, fishing, food, beverages, tobacco |Goods|Intermediate Consumption|Processed|Generic",Intermediate Consumption,intermediates,mapped,False,True,True,strict_hs01_10_12_14_raw_agriculture,strict_hs01_10_12_14_raw_agriculture,bec5_audit_mapping
H1,020322,"Frozen :-- Hams, shoulders and cuts thereof, with bone in","Agriculture, forestry, fishing, food, beverages, tobacco |Goods|Final Consumption|Primary|Non-durable",Final Consumption,final_consumption,mapped,True,True,True,strict_hs01_10_12_14_raw_agriculture,strict_hs01_10_12_14_raw_agriculture,bec5_audit_mapping
H1,020329,Frozen :-- Other,"Agriculture, forestry, fishing, food, beverages, tobacco |Goods|Final Consumption|Primary|Non-durable",Final Consumption,final_consumption,mapped,True,True,True,strict_hs01_10_12_14_raw_agriculture,strict_hs01_10_12_14_raw_agriculture,bec5_audit_mapping
H1,020410,"Carcasses and half-carcasses of lamb, fresh or chilled","Agriculture, forestry, fishing, food, beverages, tobacco |Goods|Intermediate Consumption|Processed|Generic",Intermediate Consumption,intermediates,mapped,False,True,True,strict_hs01_10_12_14_raw_agriculture,strict_hs01_10_12_14_raw_agriculture,bec5_audit_mapping
H1,020421,"Other meat of sheep, fresh or chilled :-- Carcasses and half-carcasses","Agriculture, forestry, fishing, food, beverages, tobacco |Goods|Intermediate Consumption|Processed|Generic",Intermediate Consumption,intermediates,mapped,False,True,True,strict_hs01_10_12_14_raw_agriculture,strict_hs01_10_12_14_raw_agriculture,bec5_audit_mapping
H1,020422,"Other meat of sheep, fresh or chilled :-- Other cuts with bone in","Agriculture, forestry, fishing, food, beverages, tobacco |Goods|Final Consumption|Primary|Non-durable",Final Consumption,final_consumption,mapped,True,True,True,strict_hs01_10_12_14_raw_agriculture,strict_hs01_10_12_14_raw_agriculture,bec5_audit_mapping
H1,020423,"Other meat of sheep, fresh or chilled :-- Boneless","Agriculture, forestry, fishing, food, beverages, tobacco |Goods|Final Consumption|Primary|Non-durable",Final Consumption,final_consumption,mapped,True,True,True,strict_hs01_10_12_14_raw_agriculture,strict_hs01_10_12_14_raw_agriculture,bec5_audit_mapping
H1,020430,"Other meat of sheep, fresh or chilled :- Carcasses and half-carcasses of lamb, frozen","Agriculture, forestry, fishing, food, beverages, tobacco |Goods|Intermediate Consumption|Processed|Generic",Intermediate Consumption,intermediates,mapped,False,True,True,strict_hs01_10_12_14_raw_agriculture,strict_hs01_10_12_14_raw_agriculture,bec5_audit_mapping
H1,020441,"Other meat of sheep, frozen :-- Carcasses and half-carcasses","Agriculture, forestry, fishing, food, beverages, tobacco |Goods|Intermediate Consumption|Processed|Generic",Intermediate Consumption,intermediates,mapped,False,True,True,strict_hs01_10_12_14_raw_agriculture,strict_hs01_10_12_14_raw_agriculture,bec5_audit_mapping
H1,020442,"Other meat of sheep, frozen :-- Other cuts with bone in","Agriculture, forestry, fishing, food, beverages, tobacco |Goods|Final Consumption|Primary|Non-durable",Final Consumption,final_consumption,mapped,True,True,True,strict_hs01_10_12_14_raw_agriculture,strict_hs01_10_12_14_raw_agriculture,bec5_audit_mapping
H1,020443,"Other meat of sheep, frozen :-- Boneless","Agriculture, forestry, fishing, food, beverages, tobacco |Goods|Final Consumption|Primary|Non-durable",Final Consumption,final_consumption,mapped,True,True,True,strict_hs01_10_12_14_raw_agriculture,strict_hs01_10_12_14_raw_agriculture,bec5_audit_mapping
H1,020450,Meat of goats,"Agriculture, forestry, fishing, food, beverages, tobacco |Goods|Final Consumption|Primary|Non-durable",Final Consumption,final_consumption,mapped,True,True,True,strict_hs01_10_12_14_raw_agriculture,strict_hs01_10_12_14_raw_agriculture,bec5_audit_mapping
H1,020500,"Meat of horses, asses, mules or hinnies, fresh, chilled or frozen.","Agriculture, forestry, fishing, food, beverages, tobacco |Goods|Intermediate Consumption|Processed|Generic",Intermediate Consumption,intermediates,mapped,False,True,True,strict_hs01_10_12_14_raw_agriculture,strict_hs01_10_12_14_raw_agriculture,bec5_audit_mapping
H1,020610,"Of bovine animals, fresh or chilled","Agriculture, forestry, fishing, food, beverages, tobacco |Goods|Final Consumption|Primary|Non-durable",Final Consumption,final_consumption,mapped,True,True,True,strict_hs01_10_12_14_raw_agriculture,strict_hs01_10_12_14_raw_agriculture,bec5_audit_mapping
H1,020621,"Of bovine animals, frozen :-- Tongues","Agriculture, forestry, fishing, food, beverages, tobacco |Goods|Final Consumption|Primary|Non-durable",Final Consumption,final_consumption,mapped,True,True,True,strict_hs01_10_12_14_raw_agriculture,strict_hs01_10_12_14_raw_agriculture,bec5_audit_mapping
H1,020622,"Of bovine animals, frozen :-- Livers","Agriculture, forestry, fishing, food, beverages, tobacco |Goods|Final Consumption|Primary|Non-durable",Final Consumption,final_consumption,mapped,True,True,True,strict_hs01_10_12_14_raw_agriculture,strict_hs01_10_12_14_raw_agriculture,bec5_audit_mapping
H1,020629,"Of bovine animals, frozen :-- Other","Agriculture, forestry, fishing, food, beverages, tobacco |Goods|Final Consumption|Primary|Non-durable",Final Consumption,final_consumption,mapped,True,True,True,strict_hs01_10_12_14_raw_agriculture,strict_hs01_10_12_14_raw_agriculture,bec5_audit_mapping
H1,020630,"Of swine, fresh or chilled","Agriculture, forestry, fishing, food, beverages, tobacco |Goods|Final Consumption|Primary|Non-durable",Final Consumption,final_consumption,mapped,True,True,True,strict_hs01_10_12_14_raw_agriculture,strict_hs01_10_12_14_raw_agriculture,bec5_audit_mapping
H1,020641,"Of swine, frozen :-- Livers","Agriculture, forestry, fishing, food, beverages, tobacco |Goods|Final Consumption|Primary|Non-durable",Final Consumption,final_consumption,mapped,True,True,True,strict_hs01_10_12_14_raw_agriculture,strict_hs01_10_12_14_raw_agriculture,bec5_audit_mapping
H1,020649,"Of swine, frozen :-- Other","Agriculture, forestry, fishing, food, beverages, tobacco |Goods|Final Consumption|Primary|Non-durable",Final Consumption,final_consumption,mapped,True,True,True,strict_hs01_10_12_14_raw_agriculture,strict_hs01_10_12_14_raw_agriculture,bec5_audit_mapping
H1,020680,"Other, fresh or chilled","Agriculture, forestry, fishing, food, beverages, tobacco |Goods|Final Consumption|Primary|Non-durable",Final Consumption,final_consumption,mapped,True,True,True,strict_hs01_10_12_14_raw_agriculture,strict_hs01_10_12_14_raw_agriculture,bec5_audit_mapping
H1,020690,"Other, frozen","Agriculture, forestry, fishing, food, beverages, tobacco |Goods|Final Consumption|Primary|Non-durable",Final Consumption,final_consumption,mapped,True,True,True,strict_hs01_10_12_14_raw_agriculture,strict_hs01_10_12_14_raw_agriculture,bec5_audit_mapping
H1,020711,"Of fowls of the species Gallus domesticus :-- Not cut in pieces, fresh or chilled","Agriculture, forestry, fishing, food, beverages, tobacco |Goods|Final Consumption|Primary|Non-durable",Final Consumption,final_consumption,mapped,True,True,True,strict_hs01_10_12_14_raw_agriculture,strict_hs01_10_12_14_raw_agriculture,bec5_audit_mapping
H1,020712,"Of fowls of the species Gallus domesticus :-- Not cut in pieces, frozen","Agriculture, forestry, fishing, food, beverages, tobacco |Goods|Final Consumption|Primary|Non-durable",Final Consumption,final_consumption,mapped,True,True,True,strict_hs01_10_12_14_raw_agriculture,strict_hs01_10_12_14_raw_agriculture,bec5_audit_mapping
H1,020713,"Of fowls of the species Gallus domesticus :-- Cuts and offal, fresh or chilled","Agriculture, forestry, fishing, food, beverages, tobacco |Goods|Final Consumption|Primary|Non-durable",Final Consumption,final_consumption,mapped,True,True,True,strict_hs01_10_12_14_raw_agriculture,strict_hs01_10_12_14_raw_agriculture,bec5_audit_mapping
H1,020714,"Of fowls of the species Gallus domesticus :-- Cuts and offal, frozen","Agriculture, forestry, fishing, food, beverages, tobacco |Goods|Final Consumption|Primary|Non-durable",Final Consumption,final_consumption,mapped,True,True,True,strict_hs01_10_12_14_raw_agriculture,strict_hs01_10_12_14_raw_agriculture,bec5_audit_mapping
H1,020724,"Of turkeys :-- Not cut in pieces, fresh or chilled","Agriculture, forestry, fishing, food, beverages, tobacco |Goods|Final Consumption|Primary|Non-durable",Final Consumption,final_consumption,mapped,True,True,True,strict_hs01_10_12_14_raw_agriculture,strict_hs01_10_12_14_raw_agriculture,bec5_audit_mapping
H1,020725,"Of turkeys :-- Not cut in pieces, frozen","Agriculture, forestry, fishing, food, beverages, tobacco |Goods|Final Consumption|Primary|Non-durable",Final Consumption,final_consumption,mapped,True,True,True,strict_hs01_10_12_14_raw_agriculture,strict_hs01_10_12_14_raw_agriculture,bec5_audit_mapping
H1,020726,"Of turkeys :-- Cuts and offal, fresh or chilled","Agriculture, forestry, fishing, food, beverages, tobacco |Goods|Final Consumption|Primary|Non-durable",Final Consumption,final_consumption,mapped,True,True,True,strict_hs01_10_12_14_raw_agriculture,strict_hs01_10_12_14_raw_agriculture,bec5_audit_mapping
H1,020727,"Of turkeys :-- Cuts and offal, frozen","Agriculture, forestry, fishing, food, beverages, tobacco |Goods|Final Consumption|Primary|Non-durable",Final Consumption,final_consumption,mapped,True,True,True,strict_hs01_10_12_14_raw_agriculture,strict_hs01_10_12_14_raw_agriculture,bec5_audit_mapping
H1,020732,"Of ducks, geese or guinea fowls :-- Not cut in pieces, fresh or chilled","Agriculture, forestry, fishing, food, beverages, tobacco |Goods|Final Consumption|Primary|Non-durable",Final Consumption,final_consumption,mapped,True,True,True,strict_hs01_10_12_14_raw_agriculture,strict_hs01_10_12_14_raw_agriculture,bec5_audit_mapping
H1,020733,"Of ducks, geese or guinea fowls :-- Not cut in pieces, frozen","Agriculture, forestry, fishing, food, beverages, tobacco |Goods|Final Consumption|Primary|Non-durable",Final Consumption,final_consumption,mapped,True,True,True,strict_hs01_10_12_14_raw_agriculture,strict_hs01_10_12_14_raw_agriculture,bec5_audit_mapping
H1,020734,"Of ducks, geese or guinea fowls :-- Fatty livers, fresh or chilled","Agriculture, forestry, fishing, food, beverages, tobacco |Goods|Final Consumption|Primary|Non-durable",Final Consumption,final_consumption,mapped,True,True,True,strict_hs01_10_12_14_raw_agriculture,strict_hs01_10_12_14_raw_agriculture,bec5_audit_mapping
H1,020735,"Of ducks, geese or guinea fowls :-- Other, fresh or chilled","Agriculture, forestry, fishing, food, beverages, tobacco |Goods|Final Consumption|Primary|Non-durable",Final Consumption,final_consumption,mapped,True,True,True,strict_hs01_10_12_14_raw_agriculture,strict_hs01_10_12_14_raw_agriculture,bec5_audit_mapping
H1,020736,"Of ducks, geese or guinea fowls :-- Other, frozen","Agriculture, forestry, fishing, food, beverages, tobacco |Goods|Final Consumption|Primary|Non-durable",Final Consumption,final_consumption,mapped,True,True,True,strict_hs01_10_12_14_raw_agriculture,strict_hs01_10_12_14_raw_agriculture,bec5_audit_mapping
H1,020810,Of rabbits or hares,"Agriculture, forestry, fishing, food, beverages, tobacco |Goods|Final Consumption|Primary|Non-durable",Final Consumption,final_consumption,mapped,True,True,True,strict_hs01_10_12_14_raw_agriculture,strict_hs01_10_12_14_raw_agriculture,bec5_audit_mapping
H1,020820,Frogs'legs,"Agriculture, forestry, fishing, food, beverages, tobacco |Goods|Final Consumption|Primary|Non-durable",Final Consumption,final_consumption,mapped,True,True,True,strict_hs01_10_12_14_raw_agriculture,strict_hs01_10_12_14_raw_agriculture,bec5_audit_mapping
H1,020890,Other,"Agriculture, forestry, fishing, food, beverages, tobacco |Goods|Final Consumption|Primary|Non-durable",Final Consumption,final_consumption,mapped,True,True,True,strict_hs01_10_12_14_raw_agriculture,strict_hs01_10_12_14_raw_agriculture,bec5_audit_mapping
H1,020900,"Pig fat, free of lean meat, and poultry fat, not rendered or otherwise extracted, fresh, chilled, frozen, salted, in brine, dried or smoked.","Agriculture, forestry, fishing, food, beverages, tobacco |Goods|Intermediate Consumption|Processed|Generic",Intermediate Consumption,intermediates,mapped,False,True,True,strict_hs01_10_12_14_raw_agriculture,strict_hs01_10_12_14_raw_agriculture,bec5_audit_mapping
H1,021011,"Meat of swine :-- Hams, shoulders and cuts thereof, with bone in","Agriculture, forestry, fishing, food, beverages, tobacco |Goods|Final Consumption|Primary|Non-durable",Final Consumption,final_consumption,mapped,True,True,True,strict_hs01_10_12_14_raw_agriculture,strict_hs01_10_12_14_raw_agriculture,bec5_audit_mapping
H1,021012,Meat of swine :-- Bellies (streaky) and cuts thereof,"Agriculture, forestry, fishing, food, beverages, tobacco |Goods|Final Consumption|Primary|Non-durable",Final Consumption,final_consumption,mapped,True,True,True,strict_hs01_10_12_14_raw_agriculture,strict_hs01_10_12_14_raw_agriculture,bec5_audit_mapping
H1,021019,Meat of swine :-- Other,"Agriculture, forestry, fishing, food, beverages, tobacco |Goods|Final Consumption|Primary|Non-durable",Final Consumption,final_consumption,mapped,True,True,True,strict_hs01_10_12_14_raw_agriculture,strict_hs01_10_12_14_raw_agriculture,bec5_audit_mapping
H1,021020,Meat of bovine animals,"Agriculture, forestry, fishing, food, beverages, tobacco |Goods|Final Consumption|Primary|Non-durable",Final Consumption,final_consumption,mapped,True,True,True,strict_hs01_10_12_14_raw_agriculture,strict_hs01_10_12_14_raw_agriculture,bec5_audit_mapping
H1,021090,"Other, including edible flours and meals of meat or meat offal","Agriculture, forestry, fishing, food, beverages, tobacco |Goods|Final Consumption|Primary|Non-durable",Final Consumption,final_consumption,mapped,True,True,True,strict_hs01_10_12_14_raw_agriculture,strict_hs01_10_12_14_raw_agriculture,bec5_audit_mapping
H1,030110,Ornamental fish,"Health, pharmaceuticals, education, cultural, sport|Goods|Final Consumption|Primary|Non-durable",Final Consumption,final_consumption,mapped,True,True,True,strict_hs01_10_12_14_raw_agriculture,strict_hs01_10_12_14_raw_agriculture,bec5_audit_mapping
